Default schedule
Rate	71.43
Rev Jump	14.29
Prior Change	14.29
Rate Tried	% Accepted	Rev Jump Tried	% Accepted	Prior Change Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
719	0.342142	134	0.007463	147	0.775510	0.906889	719	0.342142	0.361000	0.323295	
705	0.333333	135	0.066667	160	0.681250	0.906889	705	0.333333	0.353000	0.323306	
721	0.284327	129	0.007752	150	0.766667	0.906889	721	0.284327	0.321000	0.323305	
721	0.324549	142	0.021127	137	0.715328	0.906889	721	0.324549	0.335000	0.323309	
731	0.316005	133	0.037594	136	0.713235	0.906889	731	0.316005	0.333000	0.323313	
730	0.354795	128	0.054688	142	0.732394	0.906889	730	0.354795	0.370000	0.323329	
726	0.301653	133	0.037594	141	0.751773	0.906889	726	0.301653	0.330000	0.323332	
709	0.286319	133	0.037594	158	0.734177	0.906889	709	0.286319	0.324000	0.323332	
723	0.300138	138	0.021739	139	0.776978	0.906889	723	0.300138	0.328000	0.323334	
715	0.285315	154	0.006494	131	0.763359	0.906889	715	0.285315	0.305000	0.323327	
707	0.304102	140	0.021429	153	0.764706	0.906889	707	0.304102	0.335000	0.323331	
722	0.285319	150	0.020000	128	0.742188	0.906889	722	0.285319	0.304000	0.323324	
717	0.274756	145	0.006897	138	0.775362	0.906889	717	0.274756	0.305000	0.323318	
758	0.274406	104	0.019231	138	0.753623	0.906889	758	0.274406	0.314000	0.323314	
717	0.291492	137	0.014599	146	0.767123	0.906889	717	0.291492	0.323000	0.323314	
728	0.277473	126	0.031746	146	0.739726	0.906889	728	0.277473	0.314000	0.323311	
720	0.318056	142	0.021127	138	0.710145	0.906889	720	0.318056	0.330000	0.323313	
713	0.293128	140	0.035714	147	0.700680	0.906889	713	0.293128	0.317000	0.323311	
729	0.314129	133	0.007519	138	0.760870	0.906889	729	0.314129	0.335000	0.323315	
739	0.300406	123	0.008130	138	0.739130	0.906889	739	0.300406	0.325000	0.323316	
746	0.294906	118	0.000000	136	0.727941	0.906889	746	0.294906	0.319000	0.323314	
737	0.312076	114	0.043860	149	0.785235	0.906889	737	0.312076	0.352000	0.323325	
719	0.310153	129	0.046512	152	0.690789	0.906889	719	0.310153	0.334000	0.323328	
735	0.326531	125	0.024000	140	0.750000	0.906889	735	0.326531	0.348000	0.323337	
711	0.285513	147	0.013605	142	0.788732	0.906889	711	0.285513	0.317000	0.323335	
721	0.345354	128	0.015625	151	0.715232	0.906889	721	0.345354	0.359000	0.323348	
721	0.307906	127	0.000000	152	0.776316	0.906889	721	0.307906	0.340000	0.323353	
696	0.317529	158	0.031646	146	0.794521	0.906889	696	0.317529	0.342000	0.323360	
698	0.299427	151	0.013245	151	0.735099	0.906889	698	0.299427	0.322000	0.323360	
721	0.274619	146	0.013699	133	0.759398	0.906889	721	0.274619	0.301000	0.323352	
729	0.301783	146	0.020548	125	0.776000	0.906889	729	0.301783	0.320000	0.323350	
737	0.287653	123	0.000000	140	0.771429	0.906889	737	0.287653	0.320000	0.323349	
722	0.313019	136	0.014706	142	0.746479	0.906889	722	0.313019	0.334000	0.323353	
716	0.307263	142	0.042254	142	0.661972	0.906889	716	0.307263	0.320000	0.323352	
712	0.306180	131	0.030534	157	0.726115	0.906889	712	0.306180	0.336000	0.323356	
706	0.327195	147	0.047619	147	0.755102	0.906889	706	0.327195	0.349000	0.323365	
740	0.309459	119	0.016807	141	0.716312	0.906889	740	0.309459	0.332000	0.323368	
747	0.317269	125	0.072000	128	0.656250	0.906889	747	0.317269	0.330000	0.323371	
718	0.332869	149	0.020134	133	0.691729	0.906889	718	0.332869	0.334000	0.323374	
724	0.327348	137	0.000000	139	0.647482	0.906889	724	0.327348	0.327000	0.323376	
724	0.270718	142	0.035211	134	0.664179	0.906889	724	0.270718	0.290000	0.323364	
722	0.322715	141	0.007092	137	0.708029	0.906889	722	0.322715	0.331000	0.323367	
724	0.335635	140	0.021429	136	0.654412	0.906889	724	0.335635	0.335000	0.323371	
736	0.294837	122	0.016393	142	0.626761	0.906889	736	0.294837	0.308000	0.323365	
729	0.310014	123	0.008130	148	0.648649	0.906889	729	0.310014	0.323000	0.323365	
721	0.298197	145	0.027586	134	0.701493	0.906889	721	0.298197	0.313000	0.323362	
714	0.322129	141	0.014184	145	0.696552	0.906889	714	0.322129	0.333000	0.323365	
722	0.308864	132	0.030303	146	0.726027	0.906889	722	0.308864	0.333000	0.323368	
718	0.323120	150	0.013333	132	0.719697	0.906889	718	0.323120	0.329000	0.323370	
743	0.308210	124	0.048387	133	0.676692	0.906889	743	0.308210	0.325000	0.323371	
720	0.336111	139	0.021583	141	0.666667	0.906889	720	0.336111	0.339000	0.323376	
722	0.272853	119	0.042017	159	0.660377	0.906889	722	0.272853	0.307000	0.323371	
739	0.313938	143	0.013986	118	0.728814	0.906889	739	0.313938	0.320000	0.323369	
724	0.308011	135	0.044444	141	0.723404	0.906889	724	0.308011	0.331000	0.323372	
730	0.334247	123	0.016260	147	0.714286	0.906889	730	0.334247	0.351000	0.323382	
769	0.353706	106	0.018868	125	0.832000	0.906889	769	0.353706	0.378000	0.323401	
735	0.364626	122	0.040984	143	0.762238	0.906889	735	0.364626	0.382000	0.323422	
710	0.252113	131	0.015267	159	0.773585	0.906889	710	0.252113	0.304000	0.323415	
725	0.286897	149	0.013423	126	0.801587	0.906889	725	0.286897	0.311000	0.323410	
708	0.299435	137	0.029197	155	0.754839	0.906889	708	0.299435	0.333000	0.323414	
693	0.308802	133	0.060150	174	0.758621	0.906889	693	0.308802	0.354000	0.323424	
740	0.359459	135	0.051852	125	0.760000	0.906889	740	0.359459	0.368000	0.323440	
758	0.315303	125	0.016000	117	0.803419	0.906889	758	0.315303	0.335000	0.323444	
714	0.291317	142	0.014085	144	0.743056	0.906889	714	0.291317	0.317000	0.323442	
706	0.276204	151	0.013245	143	0.769231	0.906889	706	0.276204	0.307000	0.323436	
715	0.334266	159	0.012579	126	0.698413	0.906889	715	0.334266	0.329000	0.323438	
715	0.335664	128	0.031250	157	0.751592	0.906889	715	0.335664	0.362000	0.323452	
736	0.281250	126	0.023810	138	0.710145	0.906889	736	0.281250	0.308000	0.323446	
743	0.283984	118	0.033898	139	0.690647	0.906889	743	0.283984	0.311000	0.323442	
727	0.287483	122	0.008197	151	0.788079	0.906889	727	0.287483	0.329000	0.323444	
710	0.249296	148	0.033784	142	0.732394	0.906889	710	0.249296	0.286000	0.323431	
739	0.285521	121	0.016529	140	0.792857	0.906889	739	0.285521	0.324000	0.323431	
726	0.294766	124	0.000000	150	0.766667	0.906889	726	0.294766	0.329000	0.323433	
741	0.315789	127	0.007874	132	0.795455	0.906889	741	0.315789	0.340000	0.323439	
697	0.299857	151	0.019868	152	0.730263	0.906889	697	0.299857	0.323000	0.323438	
749	0.287049	119	0.016807	132	0.750000	0.906889	749	0.287049	0.316000	0.323436	
721	0.281553	141	0.007092	138	0.717391	0.906889	721	0.281553	0.303000	0.323429	
737	0.316147	127	0.007874	136	0.772059	0.906889	737	0.316147	0.339000	0.323434	
718	0.289694	136	0.014706	146	0.746575	0.906889	718	0.289694	0.319000	0.323433	
745	0.311409	121	0.008264	134	0.798507	0.906889	745	0.311409	0.340000	0.323438	
719	0.285118	139	0.000000	142	0.746479	0.906889	719	0.285118	0.311000	0.323434	
724	0.310773	146	0.027397	130	0.700000	0.906889	724	0.310773	0.320000	0.323433	
709	0.335684	141	0.028369	150	0.746667	0.906889	709	0.335684	0.354000	0.323443	
737	0.343284	129	0.038760	134	0.656716	0.906889	737	0.343284	0.346000	0.323451	
716	0.287709	131	0.053435	153	0.738562	0.906889	716	0.287709	0.326000	0.323452	
723	0.323651	142	0.021127	135	0.681481	0.906889	723	0.323651	0.329000	0.323454	
716	0.293296	131	0.007634	153	0.712418	0.906889	716	0.293296	0.320000	0.323453	
709	0.297602	135	0.000000	156	0.685897	0.906889	709	0.297602	0.318000	0.323451	
711	0.274262	128	0.031250	161	0.807453	0.906889	711	0.274262	0.329000	0.323453	
714	0.298319	143	0.062937	143	0.741259	0.906889	714	0.298319	0.328000	0.323454	
704	0.289773	144	0.034722	152	0.782895	0.906889	704	0.289773	0.328000	0.323456	
713	0.281907	138	0.007246	149	0.697987	0.906889	713	0.281907	0.306000	0.323450	
725	0.302069	136	0.036765	139	0.755396	0.906889	725	0.302069	0.329000	0.323452	
698	0.326648	145	0.013793	157	0.777070	0.906889	698	0.326648	0.352000	0.323462	
701	0.288160	152	0.000000	147	0.755102	0.906889	701	0.288160	0.313000	0.323458	
710	0.291549	135	0.044444	155	0.754839	0.906889	710	0.291549	0.330000	0.323460	
735	0.359184	127	0.078740	138	0.673913	0.906889	735	0.359184	0.367000	0.323476	
726	0.300275	136	0.000000	138	0.681159	0.906889	726	0.300275	0.312000	0.323472	
715	0.335664	131	0.015267	154	0.636364	0.906889	715	0.335664	0.340000	0.323477	
709	0.324401	138	0.014493	153	0.712418	0.906889	709	0.324401	0.341000	0.323483	
716	0.324022	121	0.000000	163	0.736196	0.906889	716	0.324022	0.352000	0.323493	
755	0.313907	122	0.032787	123	0.674797	0.906889	755	0.313907	0.324000	0.323493	
707	0.295615	127	0.062992	166	0.680723	0.906889	707	0.295615	0.330000	0.323496	
723	0.341632	139	0.014388	138	0.688406	0.906889	723	0.341632	0.344000	0.323503	
717	0.302650	136	0.014706	147	0.721088	0.906889	717	0.302650	0.325000	0.323503	
725	0.326897	137	0.029197	138	0.702899	0.906889	725	0.326897	0.338000	0.323508	
731	0.300958	120	0.058333	149	0.677852	0.906889	731	0.300958	0.328000	0.323510	
736	0.301630	143	0.041958	121	0.785124	0.906889	736	0.301630	0.323000	0.323510	
717	0.329149	136	0.014706	147	0.721088	0.906889	717	0.329149	0.344000	0.323517	
721	0.266297	143	0.006993	136	0.698529	0.906889	721	0.266297	0.288000	0.323504	
731	0.268126	134	0.007463	135	0.748148	0.906889	731	0.268126	0.298000	0.323496	
714	0.268908	137	0.014599	149	0.751678	0.906889	714	0.268908	0.306000	0.323490	
705	0.273759	148	0.027027	147	0.761905	0.906889	705	0.273759	0.309000	0.323485	
749	0.328438	127	0.007874	124	0.774194	0.906889	749	0.328438	0.343000	0.323491	
720	0.301389	152	0.026316	128	0.765625	0.906889	720	0.301389	0.319000	0.323490	
726	0.283747	127	0.007874	147	0.700680	0.906889	726	0.283747	0.310000	0.323485	
721	0.307906	134	0.007463	145	0.786207	0.906889	721	0.307906	0.337000	0.323490	
728	0.281593	119	0.033613	153	0.758170	0.906889	728	0.281593	0.325000	0.323490	
719	0.264256	135	0.014815	146	0.794521	0.906889	719	0.264256	0.308000	0.323485	
705	0.279433	153	0.032680	142	0.760563	0.906889	705	0.279433	0.310000	0.323480	
738	0.327913	126	0.015873	136	0.786765	0.906889	738	0.327913	0.351000	0.323490	
742	0.276280	128	0.007812	130	0.700000	0.906889	742	0.276280	0.297000	0.323481	
685	0.283212	165	0.012121	150	0.766667	0.906889	685	0.283212	0.311000	0.323476	
731	0.291382	129	0.031008	140	0.757143	0.906889	731	0.291382	0.323000	0.323476	
705	0.313475	140	0.007143	155	0.735484	0.906889	705	0.313475	0.336000	0.323481	
718	0.317549	151	0.019868	131	0.786260	0.906889	718	0.317549	0.334000	0.323484	
734	0.258856	144	0.027778	122	0.770492	0.906889	734	0.258856	0.288000	0.323472	
714	0.316527	132	0.022727	154	0.727273	0.906889	714	0.316527	0.341000	0.323478	
718	0.324513	123	0.048780	159	0.792453	0.906889	718	0.324513	0.365000	0.323492	
693	0.298701	161	0.024845	146	0.726027	0.906889	693	0.298701	0.317000	0.323490	
723	0.290456	137	0.007299	140	0.721429	0.906889	723	0.290456	0.312000	0.323486	
718	0.313370	132	0.000000	150	0.740000	0.906889	718	0.313370	0.336000	0.323490	
725	0.293793	144	0.027778	131	0.664122	0.906889	725	0.293793	0.304000	0.323484	
729	0.300412	132	0.030303	139	0.719424	0.906889	729	0.300412	0.323000	0.323484	
727	0.266850	134	0.014925	139	0.683453	0.906889	727	0.266850	0.291000	0.323472	
700	0.285714	146	0.006849	154	0.772727	0.906889	700	0.285714	0.320000	0.323471	
724	0.295580	137	0.007299	139	0.712230	0.906889	724	0.295580	0.314000	0.323468	
717	0.298466	150	0.000000	133	0.804511	0.906889	717	0.298466	0.321000	0.323467	
715	0.289510	145	0.013793	140	0.800000	0.906889	715	0.289510	0.321000	0.323466	
670	0.307463	169	0.011834	161	0.788820	0.906889	670	0.307463	0.335000	0.323470	
716	0.318436	136	0.036765	148	0.689189	0.906889	716	0.318436	0.335000	0.323474	
726	0.349862	125	0.008000	149	0.805369	0.906889	726	0.349862	0.375000	0.323492	
705	0.320567	150	0.026667	145	0.779310	0.906889	705	0.320567	0.343000	0.323498	
701	0.310984	151	0.000000	148	0.736486	0.906889	701	0.310984	0.327000	0.323500	
717	0.302650	142	0.049296	141	0.822695	0.906889	717	0.302650	0.340000	0.323505	
700	0.275714	150	0.013333	150	0.793333	0.906889	700	0.275714	0.314000	0.323502	
704	0.288352	151	0.046358	145	0.703448	0.906889	704	0.288352	0.312000	0.323498	
707	0.250354	144	0.000000	149	0.711409	0.906889	707	0.250354	0.283000	0.323484	
708	0.283898	150	0.013333	142	0.746479	0.906889	708	0.283898	0.309000	0.323479	
719	0.269819	151	0.026490	130	0.738462	0.906889	719	0.269819	0.294000	0.323469	
715	0.285315	127	0.039370	158	0.677215	0.906889	715	0.285315	0.316000	0.323467	
725	0.314483	130	0.046154	145	0.744828	0.906889	725	0.314483	0.342000	0.323473	
709	0.317348	134	0.067164	157	0.751592	0.906889	709	0.317348	0.352000	0.323483	
730	0.289041	113	0.053097	157	0.726115	0.906889	730	0.289041	0.331000	0.323485	
725	0.331034	116	0.025862	159	0.704403	0.906889	725	0.331034	0.355000	0.323496	
729	0.314129	140	0.028571	131	0.725191	0.906889	729	0.314129	0.328000	0.323498	
735	0.307483	126	0.015873	139	0.755396	0.906889	735	0.307483	0.333000	0.323501	
698	0.398281	151	0.026490	151	0.867550	0.906889	698	0.398281	0.413000	0.323531	
728	0.313187	133	0.007519	139	0.812950	0.906889	728	0.313187	0.342000	0.323537	
730	0.363014	133	0.067669	137	0.802920	0.906889	730	0.363014	0.384000	0.323558	
728	0.381868	115	0.026087	157	0.796178	0.906889	728	0.381868	0.406000	0.323586	
716	0.322626	149	0.040268	135	0.770370	0.906889	716	0.322626	0.341000	0.323592	
732	0.267760	124	0.008065	144	0.805556	0.906889	732	0.267760	0.313000	0.323588	
710	0.300000	145	0.000000	145	0.765517	0.906889	710	0.300000	0.324000	0.323588	
711	0.285513	144	0.006944	145	0.758621	0.906889	711	0.285513	0.314000	0.323585	
745	0.284564	130	0.007692	125	0.752000	0.906889	745	0.284564	0.307000	0.323579	
701	0.292439	147	0.027211	152	0.736842	0.906889	701	0.292439	0.321000	0.323578	
719	0.279555	125	0.040000	156	0.775641	0.906889	719	0.279555	0.327000	0.323580	
724	0.291436	137	0.043796	139	0.733813	0.906889	724	0.291436	0.319000	0.323578	
720	0.269444	145	0.048276	135	0.748148	0.906889	720	0.269444	0.302000	0.323571	
709	0.294781	129	0.023256	162	0.728395	0.906889	709	0.294781	0.330000	0.323573	
692	0.297688	140	0.007143	168	0.767857	0.906889	692	0.297688	0.336000	0.323577	
732	0.284153	121	0.000000	147	0.693878	0.906889	732	0.284153	0.310000	0.323572	
720	0.291667	148	0.027027	132	0.712121	0.906889	720	0.291667	0.308000	0.323567	
694	0.280980	153	0.006536	153	0.758170	0.906889	694	0.280980	0.312000	0.323563	
721	0.278779	129	0.007752	150	0.706667	0.906889	721	0.278779	0.308000	0.323558	
739	0.288227	119	0.008403	142	0.767606	0.906889	739	0.288227	0.323000	0.323558	
712	0.316011	138	0.043478	150	0.680000	0.906889	712	0.316011	0.333000	0.323561	
727	0.298487	131	0.007634	142	0.746479	0.906889	727	0.298487	0.324000	0.323561	
702	0.319088	151	0.026490	147	0.700680	0.906889	702	0.319088	0.331000	0.323564	
694	0.318444	132	0.007576	174	0.609195	0.906889	694	0.318444	0.328000	0.323565	
740	0.278378	104	0.076923	156	0.717949	0.906889	740	0.278378	0.326000	0.323566	
694	0.291066	145	0.034483	161	0.801242	0.906889	694	0.291066	0.336000	0.323570	
729	0.319616	128	0.023438	143	0.692308	0.906889	729	0.319616	0.335000	0.323574	
743	0.310902	118	0.042373	139	0.719424	0.906889	743	0.310902	0.336000	0.323578	
720	0.306944	122	0.057377	158	0.664557	0.906889	720	0.306944	0.333000	0.323581	
706	0.321530	145	0.034483	149	0.617450	0.906889	706	0.321530	0.324000	0.323582	
712	0.301966	144	0.041667	144	0.715278	0.906889	712	0.301966	0.324000	0.323582	
705	0.246809	122	0.040984	173	0.739884	0.906889	705	0.246809	0.307000	0.323576	
712	0.290730	147	0.034014	141	0.730496	0.906889	712	0.290730	0.315000	0.323573	
725	0.297931	132	0.022727	143	0.818182	0.906889	725	0.297931	0.336000	0.323577	
717	0.292887	151	0.000000	132	0.795455	0.906889	717	0.292887	0.315000	0.323575	
699	0.274678	138	0.007246	163	0.717791	0.906889	699	0.274678	0.310000	0.323570	
728	0.292582	119	0.016807	153	0.738562	0.906889	728	0.292582	0.328000	0.323571	
708	0.285311	121	0.049587	171	0.760234	0.906889	708	0.285311	0.338000	0.323576	
698	0.358166	128	0.023438	174	0.701149	0.906889	698	0.358166	0.375000	0.323593	
712	0.358146	154	0.032468	134	0.791045	0.906889	712	0.358146	0.366000	0.323608	
690	0.347826	150	0.040000	160	0.737500	0.906889	690	0.347826	0.364000	0.323621	
710	0.287324	156	0.025641	134	0.783582	0.906889	710	0.287324	0.313000	0.323618	
738	0.315718	131	0.007634	131	0.725191	0.906889	738	0.315718	0.329000	0.323619	
717	0.330544	122	0.000000	161	0.751553	0.906889	717	0.330544	0.358000	0.323631	
721	0.289875	124	0.016129	155	0.716129	0.906889	721	0.289875	0.322000	0.323630	
715	0.295105	130	0.030769	155	0.774194	0.906889	715	0.295105	0.335000	0.323634	
721	0.287101	139	0.014388	140	0.728571	0.906889	721	0.287101	0.311000	0.323630	
727	0.312242	136	0.007353	137	0.729927	0.906889	727	0.312242	0.328000	0.323631	
723	0.294606	137	0.000000	140	0.764286	0.906889	723	0.294606	0.320000	0.323630	
737	0.286296	125	0.024000	138	0.710145	0.906889	737	0.286296	0.312000	0.323626	
709	0.280677	161	0.000000	130	0.769231	0.906889	709	0.280677	0.299000	0.323618	
715	0.285315	143	0.034965	142	0.788732	0.906889	715	0.285315	0.321000	0.323617	
725	0.302069	125	0.064000	150	0.700000	0.906889	725	0.302069	0.332000	0.323620	
644	0.234472	163	0.030675	193	0.740933	0.906889	644	0.234472	0.299000	0.323612	
609	0.246305	176	0.000000	215	0.776744	0.906889	609	0.246305	0.317000	0.323610	
625	0.249600	165	0.000000	210	0.733333	0.906889	625	0.249600	0.310000	0.323605	
636	0.234277	163	0.012270	201	0.746269	0.906889	636	0.234277	0.301000	0.323598	
721	0.313454	136	0.022059	143	0.748252	0.906889	721	0.313454	0.336000	0.323602	
729	0.360768	140	0.050000	131	0.694656	0.906889	729	0.360768	0.361000	0.323614	
725	0.317241	130	0.007692	145	0.703448	0.906889	725	0.317241	0.333000	0.323617	
745	0.338255	126	0.023810	129	0.581395	0.906889	745	0.338255	0.330000	0.323619	
730	0.332877	136	0.014706	134	0.753731	0.906889	730	0.332877	0.346000	0.323627	
702	0.286325	137	0.000000	161	0.788820	0.906889	702	0.286325	0.328000	0.323628	
727	0.317744	131	0.030534	142	0.661972	0.906889	727	0.317744	0.329000	0.323630	
700	0.360000	146	0.013699	154	0.746753	0.906889	700	0.360000	0.369000	0.323645	
726	0.297521	140	0.021429	134	0.716418	0.906889	726	0.297521	0.315000	0.323642	
738	0.295393	121	0.016529	141	0.780142	0.906889	738	0.295393	0.330000	0.323644	
741	0.267206	113	0.008850	146	0.760274	0.906889	741	0.267206	0.310000	0.323640	
724	0.280387	132	0.000000	144	0.715278	0.906889	724	0.280387	0.306000	0.323634	
730	0.293151	119	0.016807	151	0.748344	0.906889	730	0.293151	0.329000	0.323636	
707	0.284300	153	0.006536	140	0.735714	0.906889	707	0.284300	0.305000	0.323630	
741	0.288799	132	0.000000	127	0.740157	0.906889	741	0.288799	0.308000	0.323624	
713	0.295933	148	0.000000	139	0.705036	0.906889	713	0.295933	0.309000	0.323620	
717	0.333333	134	0.014925	149	0.738255	0.906889	717	0.333333	0.351000	0.323629	
705	0.296454	158	0.031646	137	0.744526	0.906889	705	0.296454	0.316000	0.323626	
716	0.293296	158	0.000000	126	0.857143	0.906889	716	0.293296	0.318000	0.323624	
714	0.334734	129	0.000000	157	0.719745	0.906889	714	0.334734	0.352000	0.323634	
715	0.300699	148	0.013514	137	0.722628	0.906889	715	0.300699	0.316000	0.323631	
725	0.332414	143	0.027972	132	0.765152	0.906889	725	0.332414	0.346000	0.323638	
739	0.327470	137	0.000000	124	0.830645	0.906889	739	0.327470	0.345000	0.323645	
708	0.344633	139	0.014388	153	0.784314	0.906889	708	0.344633	0.366000	0.323659	
666	0.279279	161	0.006211	173	0.751445	0.906889	666	0.279279	0.317000	0.323657	
707	0.357850	132	0.060606	161	0.813665	0.906889	707	0.357850	0.392000	0.323680	
732	0.327869	122	0.032787	146	0.828767	0.906889	732	0.327869	0.365000	0.323693	
738	0.330623	116	0.034483	146	0.760274	0.906889	738	0.330623	0.359000	0.323705	
732	0.254098	125	0.016000	143	0.769231	0.906889	732	0.254098	0.298000	0.323697	
715	0.258741	146	0.006849	139	0.776978	0.906889	715	0.258741	0.294000	0.323687	
712	0.264045	149	0.000000	139	0.741007	0.906889	712	0.264045	0.291000	0.323676	
734	0.298365	121	0.008264	145	0.779310	0.906889	734	0.298365	0.333000	0.323679	
706	0.284703	129	0.015504	165	0.775758	0.906889	706	0.284703	0.331000	0.323681	
728	0.276099	118	0.016949	154	0.766234	0.906889	728	0.276099	0.321000	0.323681	
719	0.315716	133	0.030075	148	0.702703	0.906889	719	0.315716	0.335000	0.323684	
746	0.317694	133	0.007519	121	0.661157	0.906889	746	0.317694	0.318000	0.323682	
706	0.300283	139	0.014388	155	0.716129	0.906889	706	0.300283	0.325000	0.323683	
722	0.321330	132	0.022727	146	0.719178	0.906889	722	0.321330	0.340000	0.323688	
739	0.313938	137	0.021898	124	0.725806	0.906889	739	0.313938	0.325000	0.323689	
740	0.321622	134	0.104478	126	0.714286	0.906889	740	0.321622	0.342000	0.323695	
731	0.296854	127	0.047244	142	0.746479	0.906889	731	0.296854	0.329000	0.323696	
743	0.331090	116	0.034483	141	0.673759	0.906889	743	0.331090	0.345000	0.323703	
724	0.290055	157	0.012739	119	0.672269	0.906889	724	0.290055	0.292000	0.323693	
716	0.311453	131	0.038168	153	0.705882	0.906889	716	0.311453	0.336000	0.323697	
715	0.288112	138	0.043478	147	0.748299	0.906889	715	0.288112	0.322000	0.323696	
734	0.297003	122	0.049180	144	0.736111	0.906889	734	0.297003	0.330000	0.323699	
720	0.311111	131	0.061069	149	0.771812	0.906889	720	0.311111	0.347000	0.323706	
738	0.298103	144	0.020833	118	0.728814	0.906889	738	0.298103	0.309000	0.323701	
717	0.299861	139	0.007194	144	0.819444	0.906889	717	0.299861	0.334000	0.323705	
752	0.250000	120	0.000000	128	0.726562	0.906889	752	0.250000	0.281000	0.323691	
725	0.268966	137	0.000000	138	0.702899	0.906889	725	0.268966	0.292000	0.323680	
680	0.292647	164	0.006098	156	0.794872	0.906889	680	0.292647	0.324000	0.323680	
734	0.294278	130	0.023077	136	0.727941	0.906889	734	0.294278	0.318000	0.323679	
742	0.285714	133	0.007519	125	0.728000	0.906889	742	0.285714	0.304000	0.323672	
722	0.288089	138	0.021739	140	0.714286	0.906889	722	0.288089	0.311000	0.323668	
730	0.287671	126	0.000000	144	0.736111	0.906889	730	0.287671	0.316000	0.323666	
738	0.264228	126	0.023810	136	0.742647	0.906889	738	0.264228	0.299000	0.323658	
730	0.304110	128	0.046875	142	0.802817	0.906889	730	0.304110	0.342000	0.323664	
728	0.288462	144	0.006944	128	0.726562	0.906889	728	0.288462	0.304000	0.323657	
719	0.304590	138	0.007246	143	0.797203	0.906889	719	0.304590	0.334000	0.323660	
720	0.334722	150	0.026667	130	0.707692	0.906889	720	0.334722	0.337000	0.323665	
723	0.329184	154	0.000000	123	0.796748	0.906889	723	0.329184	0.336000	0.323669	
726	0.318182	149	0.026846	125	0.704000	0.906889	726	0.318182	0.323000	0.323669	
757	0.266843	118	0.008475	125	0.728000	0.906889	757	0.266843	0.294000	0.323659	
724	0.272099	140	0.000000	136	0.794118	0.906889	724	0.272099	0.305000	0.323653	
731	0.299590	126	0.015873	143	0.734266	0.906889	731	0.299590	0.326000	0.323654	
709	0.304654	152	0.026316	139	0.755396	0.906889	709	0.304654	0.325000	0.323654	
713	0.302945	153	0.019608	134	0.686567	0.906889	713	0.302945	0.311000	0.323650	
722	0.299169	132	0.007576	146	0.726027	0.906889	722	0.299169	0.323000	0.323650	
726	0.334711	121	0.016529	153	0.758170	0.906889	726	0.334711	0.361000	0.323662	
708	0.327684	134	0.007463	158	0.835443	0.906889	708	0.327684	0.365000	0.323675	
729	0.300412	150	0.013333	121	0.752066	0.906889	729	0.300412	0.312000	0.323672	
704	0.274148	146	0.000000	150	0.666667	0.906889	704	0.274148	0.293000	0.323662	
728	0.306319	138	0.014493	134	0.656716	0.906889	728	0.306319	0.313000	0.323658	
714	0.292717	146	0.006849	140	0.785714	0.906889	714	0.292717	0.320000	0.323657	
733	0.324693	128	0.007812	139	0.683453	0.906889	733	0.324693	0.334000	0.323660	
716	0.319832	142	0.014085	142	0.802817	0.906889	716	0.319832	0.345000	0.323667	
731	0.280438	106	0.018868	163	0.742331	0.906889	731	0.280438	0.328000	0.323669	
698	0.277937	157	0.006369	145	0.737931	0.906889	698	0.277937	0.302000	0.323662	
746	0.332440	117	0.008547	137	0.744526	0.906889	746	0.332440	0.351000	0.323670	
714	0.287115	149	0.000000	137	0.759124	0.906889	714	0.287115	0.309000	0.323666	
728	0.303571	132	0.015152	140	0.707143	0.906889	728	0.303571	0.322000	0.323665	
678	0.312684	150	0.006667	172	0.784884	0.906889	678	0.312684	0.348000	0.323673	
725	0.299310	136	0.022059	139	0.741007	0.906889	725	0.299310	0.323000	0.323673	
717	0.301255	132	0.030303	151	0.735099	0.906889	717	0.301255	0.331000	0.323675	
739	0.278755	134	0.007463	127	0.716535	0.906889	739	0.278755	0.298000	0.323667	
697	0.302726	154	0.025974	149	0.711409	0.906889	697	0.302726	0.321000	0.323666	
688	0.318314	153	0.065359	159	0.716981	0.906889	688	0.318314	0.343000	0.323672	
723	0.326418	135	0.029630	142	0.690141	0.906889	723	0.326418	0.338000	0.323677	
750	0.321333	123	0.016260	127	0.708661	0.906889	750	0.321333	0.333000	0.323680	
728	0.320055	121	0.041322	151	0.688742	0.906889	728	0.320055	0.342000	0.323686	
721	0.282940	132	0.030303	147	0.632653	0.906889	721	0.282940	0.301000	0.323678	
749	0.304406	98	0.020408	153	0.777778	0.906889	749	0.304406	0.349000	0.323687	
718	0.284123	138	0.007246	144	0.798611	0.906889	718	0.284123	0.320000	0.323685	
710	0.312676	150	0.026667	140	0.707143	0.906889	710	0.312676	0.325000	0.323686	
710	0.269014	135	0.014815	155	0.729032	0.906889	710	0.269014	0.306000	0.323680	
718	0.284123	142	0.014085	140	0.750000	0.906889	718	0.284123	0.311000	0.323676	
734	0.297003	133	0.030075	133	0.781955	0.906889	734	0.297003	0.326000	0.323677	
734	0.279292	112	0.035714	154	0.701299	0.906889	734	0.279292	0.317000	0.323675	
703	0.294452	146	0.006849	151	0.708609	0.906889	703	0.294452	0.315000	0.323672	
729	0.310014	115	0.000000	156	0.743590	0.906889	729	0.310014	0.342000	0.323678	
