Options:
Model:                           Discrete: Dependent
Tree File Name:                  tutorial_tree.nex
Data File Name:                  tutorial_edited_traits_load.tsv
Log File Name:                   tutorial_bayestraits_output_log_dep_load.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1269315673
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      5000000
Burn in:                         1000000
MCMC ML Start:                   False
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Load Model:                      tutorial_bayestraits_output_model_dep.bin
Estimating values for taxa and Sites
	t100                
Restrictions:
    q12                          None
    q13                          None
    q21                          None
    q24                          None
    q31                          None
    q34                          None
    q42                          None
    q43                          None
Prior Information:
    Prior Categories:            100
    Priors
        q12 - Hyper Prior exp (0.00,1.00) 
        q13 - Hyper Prior exp (0.00,1.00) 
        q21 - Hyper Prior exp (0.00,1.00) 
        q24 - Hyper Prior exp (0.00,1.00) 
        q31 - Hyper Prior exp (0.00,1.00) 
        q34 - Hyper Prior exp (0.00,1.00) 
        q42 - Hyper Prior exp (0.00,1.00) 
        q43 - Hyper Prior exp (0.00,1.00) 
Tree Information
     Trees:                      1
     Taxa:                       500
     Sites:                      1
     States:                     4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Model No	q12	q13	q21	q24	q31	q34	q42	q43	Est t100 - 2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	q12 - Mean	q13 - Mean	q21 - Mean	q24 - Mean	q31 - Mean	q34 - Mean	q42 - Mean	q43 - Mean	
4160000	-471.041386	1	2481	0.445888	0.000000	0.445888	0.445888	0.445888	0.445888	0.445888	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.848024	0.661675	0.659890	0.002814	0.778941	0.699151	0.936113	0.505240	
4161000	-470.671180	1	2848	0.555010	0.000000	0.555010	0.555010	0.555010	0.555010	0.555010	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.290073	0.145233	0.113365	0.112644	0.400629	0.462014	0.627735	0.740892	
4162000	-471.396147	1	1204	0.435576	0.000000	0.435576	0.435576	0.435576	0.435576	0.435576	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.246303	0.900701	0.356102	0.970535	0.193900	0.681768	0.127525	0.913269	
4163000	-470.221996	1	1906	0.519432	0.000000	0.519432	0.519432	0.519432	0.519432	0.519432	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.246529	0.077800	0.516824	0.223747	0.432153	0.568282	0.179679	0.641805	
4164000	-470.185283	1	1942	0.499374	0.000000	0.499374	0.499374	0.499374	0.499374	0.499374	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.467731	0.699202	0.985388	0.895025	0.178682	0.637238	0.432436	0.652663	
4165000	-470.571050	1	1262	0.549411	0.000000	0.549411	0.549411	0.549411	0.549411	0.549411	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.496457	0.985327	0.092460	0.329878	0.247867	0.602087	0.128372	0.631453	
4166000	-470.610928	1	3050	0.462400	0.000000	0.462400	0.462400	0.462400	0.462400	0.462400	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.580334	0.501749	0.912275	0.492995	0.869840	0.512699	0.779700	0.902241	
4167000	-470.328608	1	3327	0.532041	0.000000	0.532041	0.532041	0.532041	0.532041	0.532041	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.352136	0.327256	0.648898	0.886910	0.717160	0.871879	0.992974	0.484935	
4168000	-470.281833	1	56	0.452576	0.000000	0.452576	0.493386	0.452576	0.452576	0.452576	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.900224	0.128333	0.488674	0.428996	0.105646	0.757595	0.199242	0.306246	
4169000	-470.222874	1	854	0.490925	0.000000	0.490925	0.490925	0.490925	0.490925	0.490925	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.524799	0.430388	0.984644	0.410650	0.412083	0.152045	0.659658	0.359424	
4170000	-470.425546	1	1059	0.472456	0.000000	0.472456	0.472456	0.472456	0.472456	0.472456	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.853130	0.445878	0.607730	0.208594	0.453112	0.027622	0.327620	0.711689	
4171000	-470.190544	1	2544	0.512630	0.000000	0.512630	0.512630	0.512630	0.512630	0.512630	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.164607	0.628694	0.983481	0.345982	0.802586	0.391458	0.359037	0.504259	
4172000	-468.418731	1	663	0.379924	0.000000	0.379924	0.641264	0.379924	0.379924	0.641264	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.678025	0.210800	0.956627	0.246878	0.126073	0.605053	0.050203	0.650622	
4173000	-470.516962	1	656	0.546114	0.000000	0.546114	0.546114	0.546114	0.546114	0.546114	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.481189	0.841601	0.750400	0.563706	0.299925	0.281824	0.531133	0.456939	
4174000	-470.264841	1	3394	0.485491	0.000000	0.485491	0.485491	0.485491	0.485491	0.485491	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.415620	0.075546	0.318251	0.968545	0.596078	0.051878	0.177553	0.043766	
4175000	-470.182382	1	1546	0.500682	0.000000	0.500682	0.500682	0.500682	0.500682	0.500682	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.199047	0.124313	0.242324	0.650187	0.686955	0.275716	0.796602	0.207982	
4176000	-470.792319	1	2146	0.454666	0.000000	0.454666	0.454666	0.454666	0.454666	0.454666	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.723832	0.980114	0.091609	0.229477	0.671323	0.042952	0.210720	0.050384	
4177000	-470.452770	1	1855	0.541869	0.000000	0.541869	0.541869	0.541869	0.541869	0.541869	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.524302	0.401328	0.127223	0.932750	0.426241	0.557001	0.172537	0.874559	
4178000	-470.243914	1	3248	0.487971	0.000000	0.487971	0.487971	0.487971	0.487971	0.487971	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.274589	0.049722	0.759095	0.315698	0.854630	0.884594	0.481190	0.404976	
4179000	-470.404625	1	362	0.538372	0.000000	0.538372	0.538372	0.538372	0.538372	0.538372	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.574082	0.534565	0.653395	0.970207	0.907168	0.622940	0.138481	0.539384	
4180000	-470.188604	1	1886	0.512004	0.000000	0.512004	0.512004	0.512004	0.512004	0.512004	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.165774	0.022268	0.915362	0.069436	0.374874	0.940632	0.418143	0.313259	
4181000	-467.591533	1	2054	0.536462	0.000000	0.536462	0.536462	0.341050	0.341050	0.536462	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.339817	0.223128	0.199818	0.453682	0.401373	0.654575	0.160986	0.942480	
4182000	-470.413846	1	2425	0.473210	0.000000	0.473210	0.473210	0.473210	0.473210	0.473210	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.842490	0.586583	0.634967	0.178367	0.289453	0.114366	0.358911	0.744689	
4183000	-470.180046	1	337	0.502142	0.000000	0.502142	0.502142	0.502142	0.502142	0.502142	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.203635	0.343936	0.597270	0.571087	0.399722	0.853881	0.160686	0.077451	
4184000	-470.257370	1	780	0.524486	0.000000	0.524486	0.524486	0.524486	0.524486	0.524486	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.962620	0.623231	0.137493	0.470772	0.027796	0.887497	0.333764	0.096630	
4185000	-470.179692	1	3087	0.502435	0.000000	0.502435	0.502435	0.502435	0.502435	0.502435	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.093129	0.575008	0.998170	0.168523	0.680301	0.251004	0.307757	0.437967	
4186000	-470.228848	1	3328	0.490024	0.000000	0.490024	0.490024	0.490024	0.490024	0.490024	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.607940	0.615353	0.680543	0.661656	0.134916	0.772732	0.226925	0.850161	
4187000	-469.564941	1	21	0.408026	0.000000	0.498284	0.498284	0.408026	0.408026	0.498284	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.836513	0.034444	0.429016	0.378746	0.253254	0.783485	0.280766	0.989394	
4188000	-470.196010	1	3637	0.514170	0.000000	0.514170	0.514170	0.514170	0.514170	0.514170	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.964067	0.131087	0.510119	0.067133	0.358829	0.227547	0.532366	0.848121	
4189000	-470.293901	1	3185	0.482518	0.000000	0.482518	0.482518	0.482518	0.482518	0.482518	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.094749	0.164320	0.730588	0.309725	0.948825	0.298841	0.131406	0.322126	
4190000	-470.496914	1	2353	0.544832	0.000000	0.544832	0.544832	0.544832	0.544832	0.544832	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.438645	0.602794	0.876518	0.230720	0.783942	0.412942	0.473457	0.202648	
4191000	-470.529054	1	1101	0.466477	0.000000	0.466477	0.466477	0.466477	0.466477	0.466477	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.565133	0.668112	0.940814	0.641160	0.714826	0.610925	0.328649	0.303940	
4192000	-470.204417	1	1935	0.516139	0.000000	0.516139	0.516139	0.516139	0.516139	0.516139	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.483644	0.719606	0.404414	0.926588	0.437181	0.464621	0.343043	0.909294	
4193000	-470.794315	1	1705	0.454588	0.000000	0.454588	0.454588	0.454588	0.454588	0.454588	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.493365	0.412015	0.967224	0.884168	0.147806	0.323983	0.174625	0.735419	
4194000	-470.387416	1	2623	0.474992	0.000000	0.474992	0.474992	0.474992	0.474992	0.474992	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.605656	0.983765	0.944903	0.510409	0.726607	0.727960	0.791258	0.197906	
4195000	-470.180964	1	1137	0.508617	0.000000	0.508617	0.508617	0.508617	0.508617	0.508617	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.497779	0.157901	0.634030	0.502772	0.456695	0.466233	0.724984	0.481336	
4196000	-470.286204	1	2266	0.483264	0.000000	0.483264	0.483264	0.483264	0.483264	0.483264	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.370923	0.914945	0.666866	0.651458	0.712785	0.216608	0.838467	0.110967	
4197000	-470.310756	1	233	0.530346	0.000000	0.530346	0.530346	0.530346	0.530346	0.530346	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.636215	0.078971	0.445070	0.006161	0.759655	0.551381	0.857502	0.912248	
4198000	-469.774233	1	67	0.463785	0.000000	0.463785	0.463785	0.318705	0.318705	0.463785	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.979747	0.519930	0.373734	0.913821	0.868064	0.781004	0.067071	0.131824	
4199000	-470.368780	1	522	0.535536	0.000000	0.535536	0.535536	0.535536	0.535536	0.535536	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.300371	0.869461	0.049149	0.932692	0.874689	0.149807	0.426595	0.860587	
4200000	-470.214469	1	1309	0.518120	0.000000	0.518120	0.518120	0.518120	0.518120	0.518120	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.947991	0.782112	0.681360	0.713832	0.652577	0.875118	0.474089	0.534771	
4201000	-470.271706	1	3745	0.526209	0.000000	0.526209	0.526209	0.526209	0.526209	0.526209	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.015411	0.005903	0.208992	0.683453	0.782836	0.607806	0.219964	0.201798	
4202000	-470.737286	1	3303	0.456861	0.000000	0.456861	0.456861	0.456861	0.456861	0.456861	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.932157	0.735625	0.399380	0.019399	0.356662	0.118327	0.663893	0.103447	
4203000	-470.206175	1	1597	0.516509	0.000000	0.516509	0.516509	0.516509	0.516509	0.516509	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.569932	0.451274	0.284522	0.280337	0.438141	0.361542	0.275673	0.549817	
4204000	-470.405796	1	16	0.473741	0.000000	0.473741	0.473741	0.473741	0.473741	0.473741	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.019934	0.426214	0.949378	0.198746	0.348567	0.503760	0.563122	0.046823	
4205000	-470.187727	1	2824	0.498473	0.000000	0.498473	0.498473	0.498473	0.498473	0.498473	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.429217	0.614022	0.621453	0.834448	0.247371	0.236749	0.082830	0.405533	
4206000	-467.094939	1	3464	0.588572	0.000000	0.588572	0.588572	0.342298	0.342298	0.588572	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.121375	0.140151	0.441034	0.151707	0.793678	0.439117	0.760370	0.602209	
4207000	-470.581932	1	1279	0.463792	0.000000	0.463792	0.463792	0.463792	0.463792	0.463792	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.575093	0.960703	0.342719	0.078581	0.776893	0.070041	0.326147	0.542421	
4208000	-467.054826	1	3365	0.595871	0.000000	0.595871	0.595871	0.380182	0.380182	0.595871	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.514073	0.570155	0.289011	0.332602	0.083589	0.523386	0.351042	0.619760	
4209000	-470.186158	1	2615	0.499036	0.000000	0.499036	0.499036	0.499036	0.499036	0.499036	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.039850	0.221881	0.754812	0.273767	0.221087	0.399763	0.237790	0.203583	
4210000	-470.213232	1	508	0.517892	0.000000	0.517892	0.517892	0.517892	0.517892	0.517892	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.759689	0.419274	0.770220	0.815887	0.295221	0.873072	0.498574	0.351901	
4211000	-470.269636	1	2934	0.484968	0.000000	0.484968	0.484968	0.484968	0.484968	0.484968	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.785286	0.968929	0.129459	0.054237	0.628867	0.299131	0.738567	0.058671	
4212000	-470.303026	1	2038	0.481668	0.000000	0.481668	0.481668	0.481668	0.481668	0.481668	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.814835	0.055973	0.153555	0.923948	0.214149	0.969997	0.255498	0.301120	
4213000	-470.197856	1	1283	0.495633	0.000000	0.495633	0.495633	0.495633	0.495633	0.495633	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.960124	0.262676	0.561930	0.177983	0.918183	0.042861	0.590942	0.362995	
4214000	-470.296365	1	840	0.528899	0.000000	0.528899	0.528899	0.528899	0.528899	0.528899	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.218086	0.665781	0.777064	0.983544	0.744508	0.641631	0.341101	0.855770	
4215000	-470.541614	1	2103	0.547645	0.000000	0.547645	0.547645	0.547645	0.547645	0.547645	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.182928	0.117467	0.313618	0.891150	0.319753	0.599019	0.573592	0.717658	
4216000	-471.120793	1	1093	0.443397	0.000000	0.443397	0.443397	0.443397	0.443397	0.443397	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.145110	0.490041	0.818988	0.168508	0.507785	0.034847	0.005916	0.056253	
4217000	-470.229913	1	2210	0.520698	0.000000	0.520698	0.520698	0.520698	0.520698	0.520698	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.982240	0.446398	0.352755	0.807134	0.697088	0.752181	0.640559	0.228270	
4218000	-470.446921	1	624	0.471124	0.000000	0.471124	0.471124	0.471124	0.471124	0.471124	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.371012	0.030428	0.616002	0.616493	0.502172	0.762774	0.166185	0.184694	
4219000	-470.378468	1	982	0.536326	0.000000	0.536326	0.536326	0.536326	0.536326	0.536326	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.517126	0.335728	0.686217	0.481571	0.421628	0.249152	0.279150	0.990846	
4220000	-470.190902	1	3542	0.497465	0.000000	0.497465	0.497465	0.497465	0.497465	0.497465	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.694947	0.162553	0.820284	0.656079	0.575398	0.238164	0.805856	0.093644	
4221000	-470.299525	1	2299	0.529224	0.000000	0.529224	0.529224	0.529224	0.529224	0.529224	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.750835	0.886801	0.350633	0.876048	0.709837	0.361418	0.524497	0.967740	
4222000	-470.272586	1	347	0.526310	0.000000	0.526310	0.526310	0.526310	0.526310	0.526310	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.802548	0.749217	0.026310	0.471535	0.797405	0.981132	0.920092	0.638635	
4223000	-470.322895	1	762	0.479922	0.000000	0.479922	0.479922	0.479922	0.479922	0.479922	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.935568	0.155140	0.727579	0.776100	0.440933	0.177040	0.428720	0.080557	
4224000	-470.331224	1	2029	0.479228	0.000000	0.479228	0.479228	0.479228	0.479228	0.479228	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.297758	0.784305	0.855578	0.775182	0.987681	0.128509	0.384257	0.200714	
4225000	-470.391642	1	3147	0.474699	0.000000	0.474699	0.474699	0.474699	0.474699	0.474699	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.815139	0.931844	0.325515	0.993542	0.827607	0.571900	0.071790	0.456218	
4226000	-470.979160	1	534	0.447932	0.000000	0.447932	0.447932	0.447932	0.447932	0.447932	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.714492	0.300747	0.636953	0.974805	0.542637	0.052781	0.319846	0.643226	
4227000	-471.342140	1	2748	0.437024	0.000000	0.437024	0.437024	0.437024	0.437024	0.437024	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.233489	0.296764	0.929206	0.436565	0.123705	0.266257	0.322798	0.712964	
4228000	-471.108652	1	442	0.443770	0.000000	0.443770	0.443770	0.443770	0.443770	0.443770	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.528225	0.231967	0.759940	0.594883	0.354698	0.115573	0.285207	0.626076	
4229000	-470.511082	1	3953	0.467439	0.000000	0.467439	0.467439	0.467439	0.467439	0.467439	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.157409	0.686647	0.866976	0.445635	0.424389	0.789796	0.325638	0.432152	
4230000	-470.809943	1	1503	0.561979	0.000000	0.561979	0.561979	0.561979	0.561979	0.561979	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.499302	0.986633	0.122601	0.756266	0.052053	0.310081	0.645125	0.122712	
4231000	-470.345268	1	9	0.478101	0.000000	0.478101	0.478101	0.478101	0.478101	0.478101	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.718506	0.108457	0.700272	0.611039	0.736352	0.751220	0.781692	0.498142	
4232000	-470.189661	1	3475	0.497842	0.000000	0.497842	0.497842	0.497842	0.497842	0.497842	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.471155	0.036185	0.782937	0.876955	0.477556	0.003583	0.613167	0.260834	
4233000	-471.170669	1	850	0.441892	0.000000	0.441892	0.441892	0.441892	0.441892	0.441892	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.792451	0.603071	0.854527	0.102931	0.771307	0.586839	0.333137	0.767049	
4234000	-470.297589	1	1941	0.482170	0.000000	0.482170	0.482170	0.482170	0.482170	0.482170	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.032934	0.922261	0.185694	0.548049	0.158710	0.264833	0.751748	0.045645	
4235000	-470.565357	1	3181	0.549075	0.000000	0.549075	0.549075	0.549075	0.549075	0.549075	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.338970	0.118622	0.015423	0.042073	0.663358	0.098223	0.698882	0.132167	
4236000	-470.371947	1	3310	0.535797	0.000000	0.535797	0.535797	0.535797	0.535797	0.535797	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.118775	0.919185	0.522190	0.478520	0.249921	0.995820	0.728163	0.428558	
4237000	-467.094939	1	3464	0.588572	0.000000	0.588572	0.588572	0.342298	0.342298	0.588572	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.481161	0.931869	0.894814	0.749993	0.008739	0.367859	0.661474	0.916831	
4238000	-470.178712	1	3074	0.503517	0.000000	0.503517	0.503517	0.503517	0.503517	0.503517	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.876716	0.032938	0.059532	0.518364	0.218657	0.839943	0.153688	0.762049	
4239000	-468.017188	1	18	0.608121	0.000000	0.608121	0.608121	0.268124	0.608121	0.608121	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.817953	0.165432	0.880090	0.002276	0.623895	0.319854	0.909823	0.399154	
4240000	-470.637098	1	3477	0.461187	0.000000	0.461187	0.461187	0.461187	0.461187	0.461187	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.197407	0.982153	0.381494	0.673987	0.724249	0.954644	0.184957	0.758887	
4241000	-470.923465	1	2269	0.567185	0.000000	0.567185	0.567185	0.567185	0.567185	0.567185	0.000000	1	0.000001	0.000001	0.999996	0.000002	0.529013	0.369700	0.396912	0.266553	0.703714	0.905611	0.343216	0.912382	
4242000	-470.528238	1	3615	0.466520	0.000000	0.466520	0.466520	0.466520	0.466520	0.466520	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.845818	0.860894	0.271907	0.342463	0.292672	0.271216	0.142524	0.756748	
4243000	-470.299359	1	2308	0.529207	0.000000	0.529207	0.529207	0.529207	0.529207	0.529207	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.406811	0.884133	0.896939	0.982890	0.267869	0.057386	0.251820	0.634383	
4244000	-470.194704	1	498	0.513826	0.000000	0.513826	0.513826	0.513826	0.513826	0.513826	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.826748	0.180917	0.493131	0.273698	0.703593	0.269526	0.817384	0.491046	
4245000	-470.179684	1	1429	0.507659	0.000000	0.507659	0.507659	0.507659	0.507659	0.507659	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.027519	0.099616	0.279568	0.015110	0.614516	0.801107	0.391209	0.193457	
4246000	-467.640580	1	2917	0.605592	0.000000	0.605592	0.605592	0.298264	0.298264	0.605592	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.956942	0.207380	0.024946	0.373876	0.883764	0.251788	0.277170	0.609776	
4247000	-470.782214	1	1746	0.455060	0.000000	0.455060	0.455060	0.455060	0.455060	0.455060	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.772556	0.621613	0.470314	0.058448	0.326154	0.502031	0.352051	0.114560	
4248000	-470.181787	1	3743	0.509117	0.000000	0.509117	0.509117	0.509117	0.509117	0.509117	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.751097	0.258959	0.853814	0.239426	0.658523	0.661357	0.143608	0.363612	
4249000	-470.199099	1	2107	0.495343	0.000000	0.495343	0.495343	0.495343	0.495343	0.495343	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.082295	0.327899	0.443033	0.599931	0.787032	0.264236	0.279620	0.050133	
4250000	-467.876017	1	2495	0.403364	0.000000	0.403364	0.681719	0.403364	0.403364	0.681719	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.545070	0.261685	0.251806	0.718645	0.340145	0.647406	0.209593	0.419040	
4251000	-470.920031	1	320	0.567032	0.000000	0.567032	0.567032	0.567032	0.567032	0.567032	0.000000	1	0.000001	0.000001	0.999996	0.000002	0.765475	0.727307	0.063417	0.695033	0.545040	0.594544	0.708950	0.107181	
4252000	-470.250803	1	1010	0.487115	0.000000	0.487115	0.487115	0.487115	0.487115	0.487115	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.343694	0.221611	0.036478	0.525162	0.139021	0.311488	0.690252	0.053017	
4253000	-470.735203	1	1415	0.456946	0.000000	0.456946	0.456946	0.456946	0.456946	0.456946	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.903290	0.066202	0.670360	0.753157	0.063662	0.322381	0.788331	0.265311	
4254000	-470.180940	1	3521	0.508601	0.000000	0.508601	0.508601	0.508601	0.508601	0.508601	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.869768	0.157741	0.843676	0.291545	0.187906	0.893588	0.096219	0.358325	
4255000	-470.348148	1	2696	0.533790	0.000000	0.533790	0.533790	0.533790	0.533790	0.533790	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.319367	0.146054	0.225687	0.706398	0.703059	0.013637	0.377738	0.359828	
4256000	-470.204016	1	3831	0.516053	0.000000	0.516053	0.516053	0.516053	0.516053	0.516053	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.390844	0.209468	0.431515	0.442482	0.434186	0.183541	0.035365	0.125351	
4257000	-470.183578	1	350	0.500100	0.000000	0.500100	0.500100	0.500100	0.500100	0.500100	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.506728	0.486605	0.002145	0.051505	0.222741	0.224657	0.321692	0.700246	
4258000	-470.673401	1	1402	0.555128	0.000000	0.555128	0.555128	0.555128	0.555128	0.555128	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.129516	0.200415	0.795401	0.726192	0.587673	0.439013	0.929530	0.912375	
4259000	-470.188811	1	391	0.498112	0.000000	0.498112	0.498112	0.498112	0.498112	0.498112	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.896622	0.160938	0.182997	0.452649	0.218802	0.284421	0.009720	0.908143	
4260000	-470.522651	1	2891	0.546472	0.000000	0.546472	0.546472	0.546472	0.546472	0.546472	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.183618	0.126492	0.141071	0.798572	0.179187	0.672199	0.878469	0.372112	
4261000	-470.804671	1	1888	0.454188	0.000000	0.454188	0.454188	0.454188	0.454188	0.454188	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.952841	0.744212	0.198306	0.072075	0.369335	0.871196	0.455465	0.979584	
4262000	-470.178343	1	3459	0.504241	0.000000	0.504241	0.504241	0.504241	0.504241	0.504241	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.949546	0.103906	0.971622	0.581987	0.386788	0.056299	0.599496	0.906704	
4263000	-470.279358	1	565	0.527076	0.000000	0.527076	0.527076	0.527076	0.527076	0.527076	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.176825	0.137613	0.879218	0.604302	0.372185	0.000057	0.566328	0.233288	
4264000	-470.491082	1	654	0.468544	0.000000	0.468544	0.468544	0.468544	0.468544	0.468544	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.557979	0.591272	0.652812	0.501969	0.357261	0.035089	0.361159	0.315702	
4265000	-470.182339	1	3468	0.509421	0.000000	0.509421	0.509421	0.509421	0.509421	0.509421	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.678520	0.287395	0.236455	0.162982	0.463234	0.859484	0.651658	0.022126	
4266000	-470.785594	1	3487	0.454928	0.000000	0.454928	0.454928	0.454928	0.454928	0.454928	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.643737	0.715346	0.355981	0.294948	0.586660	0.565428	0.100508	0.258051	
4267000	-471.360060	1	500	0.436539	0.000000	0.436539	0.436539	0.436539	0.436539	0.436539	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.619038	0.950977	0.624187	0.504328	0.200818	0.221113	0.934634	0.124433	
4268000	-470.178585	1	3109	0.503721	0.000000	0.503721	0.503721	0.503721	0.503721	0.503721	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.905094	0.308241	0.287501	0.606992	0.939939	0.289415	0.752684	0.590513	
4269000	-470.381920	1	2841	0.475377	0.000000	0.475377	0.475377	0.475377	0.475377	0.475377	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.897133	0.391743	0.673531	0.912803	0.917979	0.732555	0.795153	0.837927	
4270000	-470.608915	1	3340	0.551597	0.000000	0.551597	0.551597	0.551597	0.551597	0.551597	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.008854	0.536810	0.276196	0.194825	0.665324	0.679422	0.775819	0.939718	
