Iteration	Lh	Tree No	Model No	alpha1	beta1	alpha2	beta2	Est t100 - 2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	alpha1 - Mean	beta1 - Mean	alpha2 - Mean	beta2 - Mean	
3038000	-511.456429	1	1215	0.271584	0.486247	0.486247	0.271584	0	0.247139	0.252726	0.247272	0.252863	0.179749	0.098287	0.118721	0.843506	
3039000	-511.405218	1	1338	0.259058	0.505897	0.505897	0.259058	0	0.247190	0.248106	0.251886	0.252819	0.517517	0.840359	0.889757	0.482199	
3040000	-511.515825	1	3990	0.279269	0.505555	0.505555	0.279269	0	0.247744	0.251582	0.248412	0.252261	0.851028	0.468797	0.369785	0.872056	
3041000	-513.143101	1	3703	0.251078	0.490798	0.490798	0.251078	1	0.246530	0.247860	0.252125	0.253486	0.971956	0.846787	0.738531	0.441489	
3042000	-512.087468	1	2200	0.225117	0.427745	0.427745	0.225117	0	0.242458	0.250974	0.248913	0.257655	0.289855	0.617903	0.447643	0.592625	
3043000	-511.708664	1	3934	0.271493	0.466976	0.466976	0.271493	0	0.246648	0.255765	0.244279	0.253308	0.985582	0.511119	0.282137	0.054059	
3044000	-511.671093	1	1674	0.250940	0.443243	0.443243	0.250940	0	0.244993	0.256451	0.243582	0.254974	0.416520	0.791564	0.303150	0.524149	
3045000	-511.495098	1	1339	0.247347	0.493626	0.493626	0.247347	0	0.246447	0.246530	0.253468	0.253554	0.717866	0.888955	0.698681	0.728009	
3046000	-513.199907	1	69	0.246131	0.470849	0.470849	0.246131	1	0.245720	0.249306	0.250658	0.254316	0.571964	0.836039	0.313306	0.533287	
3047000	-511.606196	1	1160	0.263214	0.459427	0.459427	0.263214	0	0.246124	0.255684	0.244350	0.253841	0.523803	0.724164	0.394691	0.524315	
3048000	-511.552234	1	2414	0.244865	0.448453	0.448453	0.244865	0	0.244862	0.253364	0.246606	0.255168	0.296982	0.913183	0.706454	0.082714	
3049000	-511.619400	1	1840	0.260726	0.455422	0.455422	0.260726	0	0.245894	0.255996	0.244042	0.254068	0.867517	0.679515	0.578259	0.996491	
3050000	-511.428200	1	3443	0.250148	0.460101	0.460101	0.250148	0	0.245569	0.252415	0.247557	0.254459	0.742346	0.030792	0.175817	0.496773	
3051000	-512.097457	1	1310	0.283695	0.564936	0.564936	0.283695	0	0.248681	0.248246	0.251757	0.251316	0.808687	0.409763	0.592491	0.836897	
3052000	-512.031488	1	2500	0.224407	0.457930	0.457930	0.224407	0	0.243799	0.243160	0.256857	0.256184	0.481903	0.657244	0.358402	0.643349	
3053000	-511.958679	1	326	0.236399	0.425057	0.425057	0.236399	0	0.243267	0.256937	0.243068	0.256727	0.098103	0.009650	0.641573	0.045723	
3054000	-511.771452	1	1091	0.272021	0.542850	0.542850	0.272021	0	0.248197	0.247746	0.252257	0.251799	0.229131	0.656802	0.730384	0.577367	
3055000	-511.840634	1	131	0.293590	0.527550	0.527550	0.293590	0	0.248379	0.251281	0.248717	0.251623	0.641118	0.510926	0.963312	0.427300	
3056000	-511.377834	1	2805	0.258986	0.471638	0.471638	0.258986	0	0.246324	0.252515	0.247470	0.253691	0.003708	0.230806	0.207030	0.331538	
3057000	-511.722577	1	1522	0.289195	0.525749	0.525749	0.289195	0	0.248278	0.250979	0.249017	0.251726	0.792091	0.720163	0.999017	0.025838	
3058000	-513.219567	1	1822	0.274914	0.529824	0.529824	0.274914	1	0.248059	0.248938	0.251056	0.251946	0.915831	0.793335	0.645524	0.229626	
3059000	-512.060020	1	35	0.229401	0.483017	0.483017	0.229401	0	0.245138	0.241607	0.258489	0.254766	0.590845	0.328498	0.007915	0.552475	
3060000	-511.693113	1	756	0.257505	0.524293	0.524293	0.257505	0	0.247521	0.246300	0.253715	0.252463	0.150352	0.727062	0.105463	0.292643	
3061000	-511.518687	1	2100	0.269943	0.524813	0.524813	0.269943	0	0.247865	0.248537	0.251458	0.252140	0.315179	0.864659	0.037448	0.608902	
3062000	-513.691922	1	2108	0.300876	0.550803	0.550803	0.300876	1	0.248762	0.250454	0.249544	0.251240	0.219913	0.140591	0.954004	0.854975	
3063000	-511.410443	1	3625	0.258354	0.505565	0.505565	0.258354	0	0.247159	0.247988	0.252004	0.252849	0.702371	0.792177	0.474766	0.249419	
3064000	-512.917799	1	3334	0.237895	0.535513	0.535513	0.237895	0	0.247065	0.240787	0.259369	0.252779	0.986154	0.149928	0.172765	0.808514	
3065000	-511.800068	1	3773	0.256978	0.442550	0.442550	0.256978	0	0.245269	0.258185	0.241903	0.254643	0.133230	0.556785	0.517760	0.290673	
3066000	-513.901534	1	3123	0.224818	0.466607	0.466607	0.224818	1	0.244186	0.241851	0.258216	0.255747	0.240987	0.579334	0.673210	0.880697	
3067000	-512.012695	1	417	0.299332	0.535626	0.535626	0.299332	0	0.248572	0.251221	0.248778	0.251429	0.793062	0.248141	0.668439	0.897644	
3068000	-512.158570	1	2538	0.222956	0.463916	0.463916	0.222956	0	0.243920	0.241379	0.258698	0.256003	0.335723	0.859485	0.497111	0.473290	
3069000	-513.772477	1	3727	0.271140	0.560668	0.560668	0.271140	1	0.248423	0.246852	0.253163	0.251562	0.405690	0.494335	0.395699	0.865407	
3070000	-513.310726	1	2483	0.273371	0.420834	0.420834	0.273371	0	0.245101	0.267882	0.232695	0.254323	0.443552	0.752129	0.649382	0.497531	
3071000	-511.690679	1	927	0.245139	0.503132	0.503132	0.245139	0	0.246599	0.244942	0.255086	0.253372	0.589601	0.511350	0.354548	0.291870	
3072000	-511.502830	1	2908	0.278187	0.502471	0.502471	0.278187	0	0.247660	0.251757	0.248238	0.252345	0.480389	0.313823	0.755586	0.866867	
3073000	-513.863731	1	51	0.238076	0.510362	0.510362	0.238076	1	0.246462	0.242202	0.257896	0.253439	0.160551	0.017930	0.966435	0.339183	
3074000	-511.477314	1	1400	0.276747	0.501160	0.501160	0.276747	0	0.247599	0.251696	0.248298	0.252407	0.913944	0.961234	0.362486	0.232229	
3075000	-511.489019	1	2467	0.278191	0.512733	0.512733	0.278191	0	0.247848	0.250742	0.249250	0.252160	0.751448	0.562342	0.826307	0.237928	
3076000	-513.886561	1	2331	0.304583	0.528173	0.528173	0.304583	1	0.248555	0.252153	0.247852	0.251440	0.375765	0.200825	0.461136	0.063807	
3077000	-513.449141	1	3712	0.242906	0.558527	0.558527	0.242906	0	0.247709	0.241542	0.258594	0.252155	0.158775	0.609499	0.335564	0.918353	
3078000	-511.375368	1	1597	0.248280	0.475826	0.475826	0.248280	0	0.245982	0.249138	0.250831	0.254049	0.185398	0.421169	0.095761	0.362818	
3079000	-511.859422	1	2638	0.287279	0.550443	0.550443	0.287279	0	0.248570	0.249248	0.250749	0.251433	0.615125	0.249681	0.257781	0.020242	
3080000	-511.362186	1	547	0.259463	0.474294	0.474294	0.259463	0	0.246418	0.252184	0.247800	0.253598	0.400438	0.461438	0.051229	0.116080	
3081000	-512.289507	1	1456	0.219032	0.429198	0.429198	0.219032	0	0.241915	0.247198	0.252685	0.258203	0.224510	0.527842	0.126432	0.251879	
3082000	-512.134014	1	483	0.261293	0.435114	0.435114	0.261293	0	0.245179	0.261196	0.239006	0.254620	0.640551	0.349352	0.195790	0.437648	
3083000	-511.549492	1	1872	0.248197	0.500083	0.500083	0.248197	0	0.246652	0.246081	0.253927	0.253340	0.502631	0.303301	0.640294	0.401684	
3084000	-511.663584	1	2983	0.239870	0.441266	0.441266	0.239870	0	0.244262	0.253457	0.246501	0.255780	0.199712	0.746581	0.189450	0.379087	
3085000	-511.370715	1	659	0.267426	0.506094	0.506094	0.267426	0	0.247449	0.249698	0.250289	0.252564	0.177763	0.138180	0.907226	0.553098	
3086000	-512.096393	1	2334	0.275358	0.560637	0.560637	0.275358	0	0.248499	0.247420	0.252588	0.251492	0.870103	0.222692	0.523861	0.126025	
3087000	-511.597879	1	3210	0.279306	0.531501	0.531501	0.279306	0	0.248177	0.249418	0.250576	0.251829	0.424039	0.303998	0.956841	0.380696	
3088000	-511.555724	1	657	0.254073	0.511171	0.511171	0.254073	0	0.247138	0.246532	0.253476	0.252854	0.021425	0.222006	0.193202	0.721338	
3089000	-511.896403	1	3444	0.272198	0.459200	0.459200	0.272198	0	0.246450	0.257380	0.242703	0.253467	0.621874	0.173762	0.439224	0.759609	
3090000	-511.458136	1	3034	0.242725	0.471177	0.471177	0.242725	0	0.245554	0.248192	0.251774	0.254480	0.926802	0.381895	0.771761	0.433149	
3091000	-513.233216	1	873	0.274105	0.531215	0.531215	0.274105	1	0.248063	0.248730	0.251265	0.251941	0.628559	0.248056	0.126706	0.195390	
3092000	-511.974509	1	208	0.276112	0.555669	0.555669	0.276112	0	0.248450	0.247713	0.252293	0.251544	0.844481	0.573392	0.337931	0.490224	
3093000	-514.268821	1	1567	0.267429	0.574475	0.574475	0.267429	1	0.248528	0.245921	0.254108	0.251442	0.321549	0.418566	0.816373	0.255391	
3094000	-511.743048	1	3669	0.258221	0.446377	0.446377	0.258221	0	0.245470	0.257513	0.242559	0.254459	0.825518	0.605033	0.348650	0.348153	
3095000	-511.355379	1	3174	0.266909	0.502335	0.502335	0.266909	0	0.247356	0.249988	0.249998	0.252658	0.381965	0.436158	0.575658	0.353519	
3096000	-513.606055	1	2422	0.204013	0.461910	0.461910	0.204013	0	0.241668	0.230026	0.270673	0.257633	0.501793	0.666824	0.282422	0.714572	
3097000	-511.856216	1	2663	0.278731	0.550787	0.550787	0.278731	0	0.248434	0.248259	0.251742	0.251565	0.929471	0.201144	0.823393	0.586691	
3098000	-512.370103	1	1968	0.218490	0.422807	0.422807	0.218490	0	0.241506	0.248907	0.250949	0.258638	0.318530	0.982472	0.514690	0.802711	
3099000	-511.856216	1	2663	0.278731	0.550787	0.550787	0.278731	0	0.248434	0.248259	0.251742	0.251565	0.241249	0.213304	0.717245	0.852392	
3100000	-511.799768	1	1818	0.259514	0.532254	0.532254	0.259514	0	0.247728	0.246211	0.253808	0.252254	0.978061	0.117528	0.700089	0.971123	
3101000	-513.302642	1	1959	0.258066	0.460697	0.460697	0.258066	1	0.245951	0.254310	0.245695	0.254045	0.664885	0.156700	0.205596	0.028457	
3102000	-511.495927	1	1484	0.277744	0.501777	0.501777	0.277744	0	0.247636	0.251770	0.248225	0.252369	0.744404	0.500136	0.653140	0.106327	
3103000	-513.418030	1	1691	0.276481	0.480341	0.480341	0.276481	1	0.247142	0.254337	0.245684	0.252837	0.392587	0.282601	0.459053	0.245923	
3104000	-511.656108	1	3634	0.285497	0.509678	0.509678	0.285497	0	0.247956	0.251953	0.248047	0.252045	0.525581	0.007761	0.576845	0.382690	
3105000	-512.798103	1	1684	0.254316	0.560190	0.560190	0.254316	0	0.248058	0.244045	0.256019	0.251878	0.736639	0.145712	0.503899	0.622281	
3106000	-511.665261	1	3058	0.249413	0.510048	0.510048	0.249413	0	0.246943	0.245493	0.254530	0.253035	0.676662	0.809316	0.429956	0.720639	
3107000	-513.255347	1	2722	0.290452	0.610945	0.610945	0.290452	0	0.249170	0.247783	0.252226	0.250822	0.550696	0.139821	0.692585	0.593175	
3108000	-511.940988	1	2131	0.296836	0.528498	0.528498	0.296836	0	0.248444	0.251507	0.248493	0.251556	0.638206	0.426071	0.135811	0.939267	
3109000	-511.750338	1	3684	0.233269	0.473030	0.473030	0.233269	0	0.245052	0.244526	0.255486	0.254937	0.547175	0.268926	0.202929	0.268530	
3110000	-514.276951	1	3619	0.318076	0.563267	0.563267	0.318076	1	0.249065	0.250948	0.249052	0.250935	0.711677	0.697162	0.185585	0.504834	
3111000	-511.974509	1	208	0.276112	0.555669	0.555669	0.276112	0	0.248450	0.247713	0.252293	0.251544	0.127785	0.827389	0.816903	0.958082	
3112000	-512.443391	1	3289	0.295001	0.483008	0.483008	0.295001	0	0.247667	0.256126	0.243937	0.252269	0.870615	0.275696	0.208612	0.727991	
3113000	-511.419222	1	356	0.262920	0.472566	0.472566	0.262920	0	0.246501	0.253202	0.246794	0.253503	0.570825	0.737307	0.097276	0.324421	
3114000	-511.934494	1	53	0.240208	0.426258	0.426258	0.240208	0	0.243599	0.257981	0.242065	0.256355	0.741813	0.886464	0.213514	0.090373	
3115000	-511.821590	1	1134	0.271489	0.461335	0.461335	0.271489	0	0.246488	0.256834	0.243234	0.253444	0.515051	0.274285	0.179294	0.550679	
3116000	-513.323803	1	954	0.270869	0.475987	0.475987	0.270869	1	0.246865	0.254125	0.245890	0.253121	0.360940	0.674650	0.126446	0.845063	
3117000	-513.224743	1	2368	0.267524	0.477575	0.477575	0.267524	1	0.246796	0.253287	0.246714	0.253203	0.374724	0.591305	0.355919	0.135031	
3118000	-512.010771	1	3920	0.295083	0.555772	0.555772	0.295083	0	0.248741	0.249732	0.250265	0.251262	0.602145	0.466904	0.124974	0.168380	
3119000	-512.554034	1	1548	0.215423	0.456858	0.456858	0.215423	0	0.242876	0.238482	0.261688	0.256954	0.977148	0.298847	0.528759	0.397857	
3120000	-513.336462	1	2987	0.248627	0.505763	0.505763	0.248627	1	0.246809	0.245659	0.254358	0.253174	0.571813	0.569557	0.406061	0.140050	
3121000	-511.404213	1	3585	0.251413	0.463117	0.463117	0.251413	0	0.245731	0.252176	0.247797	0.254297	0.647470	0.316633	0.899269	0.960567	
3122000	-512.896060	1	50	0.252755	0.405991	0.405991	0.252755	0	0.243314	0.269554	0.231105	0.256027	0.681203	0.080837	0.834018	0.857474	
3123000	-511.330605	1	3814	0.253583	0.480208	0.480208	0.253583	0	0.246347	0.249895	0.250078	0.253680	0.124394	0.728490	0.690355	0.112806	
3124000	-511.351547	1	1572	0.254232	0.490996	0.490996	0.254232	0	0.246663	0.248623	0.251358	0.253356	0.855347	0.799563	0.181994	0.563305	
3125000	-511.660679	1	1337	0.260131	0.452519	0.452519	0.260131	0	0.245771	0.256503	0.243546	0.254180	0.255758	0.339478	0.778100	0.411901	
3126000	-511.361564	1	2469	0.249854	0.472671	0.472671	0.249854	0	0.245960	0.250074	0.249893	0.254073	0.804028	0.490000	0.188238	0.798686	
3127000	-512.629770	1	2611	0.212496	0.426519	0.426519	0.212496	0	0.240986	0.243899	0.256010	0.259104	0.115490	0.494551	0.579114	0.073861	
3128000	-511.773904	1	94	0.273463	0.467127	0.467127	0.273463	0	0.246717	0.256058	0.243994	0.253232	0.182235	0.292028	0.722904	0.008309	
3129000	-511.430543	1	3696	0.273922	0.499196	0.499196	0.273922	0	0.247486	0.251493	0.248499	0.252522	0.182872	0.079869	0.007499	0.086957	
3130000	-511.960817	1	3879	0.226726	0.463845	0.463845	0.226726	0	0.244233	0.243205	0.256822	0.255741	0.865854	0.357054	0.853923	0.444811	
3131000	-513.475963	1	3307	0.207531	0.471380	0.471380	0.207531	0	0.242611	0.231277	0.269348	0.256765	0.152076	0.278322	0.464983	0.804181	
3132000	-511.736289	1	2163	0.232671	0.468188	0.468188	0.232671	0	0.244838	0.245047	0.254949	0.255166	0.255674	0.715849	0.082152	0.354947	
3133000	-513.177283	1	3755	0.255442	0.468353	0.468353	0.255442	1	0.246078	0.252254	0.247726	0.253943	0.124070	0.278447	0.610663	0.501660	
3134000	-511.680426	1	3269	0.247995	0.508283	0.508283	0.247995	0	0.246846	0.245272	0.254753	0.253129	0.893840	0.317240	0.310294	0.295277	
3135000	-512.845238	1	3475	0.320016	0.579777	0.579777	0.320016	0	0.249207	0.250401	0.249598	0.250794	0.656145	0.527802	0.717221	0.447510	
3136000	-511.919678	1	2720	0.231681	0.481557	0.481557	0.231681	0	0.245241	0.242718	0.257344	0.254697	0.461436	0.540127	0.511647	0.917839	
3137000	-511.673441	1	1136	0.250210	0.511948	0.511948	0.250210	0	0.247017	0.245539	0.254483	0.252961	0.975987	0.882567	0.270394	0.812764	
3138000	-511.458228	1	1379	0.242563	0.466477	0.466477	0.242563	0	0.245387	0.248934	0.251025	0.254653	0.452785	0.522935	0.803499	0.537651	
3139000	-511.925733	1	971	0.285706	0.485391	0.485391	0.285706	0	0.247501	0.254821	0.245213	0.252465	0.405225	0.313669	0.169223	0.427809	
3140000	-511.482816	1	2979	0.241238	0.466714	0.466714	0.241238	0	0.245321	0.248454	0.251507	0.254719	0.920975	0.216278	0.599918	0.734463	
3141000	-511.626306	1	3359	0.249062	0.444545	0.444545	0.249062	0	0.244944	0.255589	0.244423	0.255044	0.985103	0.007954	0.518534	0.964599	
3142000	-513.386751	1	3044	0.237642	0.471620	0.471620	0.237642	1	0.245277	0.246391	0.253590	0.254742	0.356024	0.810919	0.492572	0.919755	
3143000	-511.945475	1	2028	0.296475	0.543224	0.543224	0.296475	0	0.248621	0.250509	0.249487	0.251382	0.787071	0.560618	0.865154	0.529185	
3144000	-511.475020	1	976	0.267436	0.475203	0.475203	0.267436	0	0.246733	0.253644	0.246361	0.253262	0.239346	0.587063	0.966582	0.198891	
3145000	-511.515856	1	652	0.239630	0.463435	0.463435	0.239630	0	0.245112	0.248488	0.251468	0.254932	0.729987	0.344784	0.047767	0.167039	
3146000	-511.329010	1	2816	0.254834	0.477902	0.477902	0.254834	0	0.246334	0.250545	0.249428	0.253692	0.789951	0.977552	0.510301	0.101005	
3147000	-514.042943	1	3398	0.257187	0.553269	0.553269	0.257187	1	0.248020	0.244811	0.255236	0.251934	0.631845	0.397485	0.623788	0.591934	
3148000	-513.233764	1	2703	0.265280	0.525458	0.525458	0.265280	1	0.247758	0.247711	0.252290	0.252241	0.956763	0.706790	0.373940	0.595228	
3149000	-512.003921	1	1381	0.288437	0.560107	0.560107	0.288437	0	0.248697	0.248924	0.251075	0.251304	0.400242	0.168552	0.206843	0.584175	
3150000	-511.723852	1	1152	0.268021	0.537323	0.537323	0.268021	0	0.248026	0.247431	0.252574	0.251968	0.231273	0.574097	0.193704	0.227990	
3151000	-511.616870	1	824	0.269591	0.468869	0.468869	0.269591	0	0.246636	0.255100	0.244929	0.253335	0.067615	0.732128	0.907081	0.252584	
3152000	-511.346589	1	159	0.251654	0.481891	0.481891	0.251654	0	0.246312	0.249164	0.250810	0.253714	0.520213	0.407631	0.870541	0.091650	
3153000	-513.652569	1	1047	0.267328	0.454610	0.454610	0.267328	1	0.246130	0.257500	0.242582	0.253788	0.323797	0.107432	0.589382	0.049357	
3154000	-511.619374	1	2642	0.242885	0.493118	0.493118	0.242885	0	0.246228	0.245284	0.254733	0.253756	0.262981	0.696905	0.853533	0.360796	
3155000	-511.994206	1	3601	0.285823	0.481889	0.481889	0.285823	0	0.247429	0.255335	0.244709	0.252528	0.699840	0.984305	0.519332	0.208578	
3156000	-514.076150	1	3834	0.286614	0.584923	0.584923	0.286614	1	0.248919	0.247935	0.252071	0.251075	0.552537	0.367976	0.014118	0.448713	
3157000	-511.327711	1	947	0.259521	0.481005	0.481005	0.259521	0	0.246604	0.251168	0.248811	0.253416	0.500150	0.012122	0.622670	0.358470	
3158000	-513.138904	1	2051	0.269234	0.489226	0.489226	0.269234	1	0.247135	0.251934	0.248057	0.252874	0.188692	0.315224	0.504013	0.114523	
3159000	-513.191016	1	1943	0.248537	0.467401	0.467401	0.248537	1	0.245729	0.250597	0.249367	0.254307	0.080789	0.902418	0.607073	0.398167	
3160000	-512.706828	1	1064	0.225785	0.501583	0.501583	0.225785	0	0.245505	0.238274	0.261968	0.254253	0.681322	0.775048	0.897181	0.001905	
3161000	-511.958679	1	326	0.236399	0.425057	0.425057	0.236399	0	0.243267	0.256937	0.243068	0.256727	0.070461	0.002490	0.125559	0.693386	
3162000	-512.607074	1	1287	0.272770	0.577054	0.577054	0.272770	0	0.248649	0.246588	0.253432	0.251331	0.472500	0.867594	0.549576	0.984327	
3163000	-511.743083	1	1421	0.237057	0.486170	0.486170	0.237057	0	0.245718	0.244166	0.255866	0.254250	0.797090	0.656178	0.928664	0.300099	
3164000	-511.643513	1	603	0.237984	0.444442	0.444442	0.237984	0	0.244271	0.251957	0.247984	0.255787	0.409609	0.043659	0.134564	0.099539	
3165000	-511.511945	1	389	0.243488	0.452774	0.452774	0.243488	0	0.244948	0.251937	0.248019	0.255096	0.219416	0.747502	0.657089	0.367738	
3166000	-513.441222	1	2855	0.235458	0.463602	0.463602	0.235458	1	0.244855	0.246931	0.253035	0.255180	0.837306	0.865932	0.835945	0.416883	
3167000	-511.569156	1	442	0.281150	0.503405	0.503405	0.281150	0	0.247748	0.252055	0.247943	0.252254	0.441441	0.378168	0.476951	0.461485	
3168000	-511.566756	1	3324	0.276893	0.529499	0.529499	0.276893	0	0.248097	0.249234	0.250760	0.251909	0.402352	0.672518	0.748261	0.952035	
3169000	-511.526889	1	3273	0.243309	0.459513	0.475607	0.243309	0	0.246847	0.248813	0.251170	0.253170	0.045876	0.839425	0.883868	0.948142	
3170000	-512.013846	1	1059	0.235694	0.498576	0.498576	0.235694	0	0.246015	0.242371	0.257715	0.253898	0.065154	0.100795	0.847776	0.666419	
3171000	-511.463841	1	2603	0.267098	0.518574	0.518574	0.267098	0	0.247682	0.248536	0.251458	0.252324	0.800609	0.278582	0.583065	0.475281	
3172000	-511.384507	1	3247	0.255302	0.467320	0.467320	0.255302	0	0.246041	0.252401	0.247579	0.253979	0.046996	0.829920	0.975719	0.673271	
3173000	-514.078646	1	3509	0.224283	0.424228	0.424228	0.224283	1	0.242191	0.251677	0.248205	0.257927	0.771099	0.746825	0.612226	0.949558	
3174000	-511.638384	1	2312	0.262616	0.456836	0.456836	0.262616	0	0.246018	0.256097	0.243946	0.253939	0.161094	0.702351	0.106551	0.709251	
3175000	-511.702393	1	2475	0.262765	0.453771	0.453771	0.262765	0	0.245924	0.256789	0.243270	0.254017	0.027196	0.897253	0.644486	0.574736	
3176000	-512.610059	1	3101	0.212728	0.428052	0.428052	0.212728	0	0.241102	0.243590	0.256332	0.258977	0.982315	0.882746	0.991543	0.070152	
3177000	-512.770833	1	3317	0.216404	0.474819	0.474819	0.216404	0	0.243758	0.236319	0.263990	0.255933	0.288511	0.476056	0.349050	0.330276	
3178000	-511.425437	1	2530	0.272202	0.492816	0.492816	0.272202	0	0.247304	0.251973	0.248020	0.252702	0.323427	0.443294	0.597546	0.680253	
3179000	-511.461165	1	171	0.242382	0.467592	0.467592	0.242382	0	0.245415	0.248681	0.251280	0.254624	0.262323	0.444149	0.105940	0.101364	
3180000	-512.598461	1	282	0.307561	0.585903	0.585903	0.307561	0	0.249145	0.249527	0.250472	0.250856	0.417033	0.971714	0.454690	0.323852	
3181000	-513.115460	1	3332	0.271507	0.499318	0.499318	0.271507	1	0.247422	0.251100	0.248890	0.252589	0.095052	0.271785	0.158725	0.757173	
3182000	-511.590162	1	2198	0.248138	0.446313	0.446313	0.248138	0	0.244963	0.254881	0.245116	0.255040	0.767452	0.024252	0.098180	0.992687	
3183000	-513.369847	1	111	0.263128	0.406798	0.406798	0.263128	0	0.243928	0.271529	0.229299	0.255245	0.545974	0.045208	0.120499	0.323693	
3184000	-512.476869	1	2430	0.227665	0.497947	0.497947	0.227665	0	0.245514	0.239358	0.260834	0.254294	0.180943	0.918902	0.573748	0.487071	
3185000	-511.474562	1	3493	0.242260	0.473664	0.473664	0.242260	0	0.245610	0.247647	0.252325	0.254418	0.855456	0.729650	0.867247	0.657006	
3186000	-514.096505	1	2791	0.252338	0.424242	0.424242	0.252338	1	0.244249	0.262443	0.237797	0.255511	0.756428	0.261482	0.828501	0.549498	
