Options:
Model:                           Discrete: Dependent
Tree File Name:                  BirdTreeCleaned.tre
Data File Name:                  DataCleaned.txt
Log File Name:                   birds_nest_coparent_depRJ_KNOWN.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2077959526
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      3500000
Burn in:                         500000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   birds_nest_coparent_depRJ_KNOWN.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Save Model:                      birds_nest_coparent_depRJ_KNOWN.bin
Scale Tree:                      0.010244
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,2.00) 
Tree Information
     Trees:                      1
     Taxa:                       399
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
2060000	-308.083942	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.535197	0.535197	0.535197	0.535197	1.511056	1.511056	0.000000	0.535197	0.456686	0.517073	0.026129	0.000112	1.274757	
2061000	-306.232741	1	2	0	'1 1 1 1 0 0 1 1 	D	0.422357	0.422357	0.422357	0.422357	1.914064	1.914064	0.422357	0.422357	0.247969	0.196739	0.460103	0.095189	0.639312	
2062000	-305.641346	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.594907	0.594907	0.594907	0.594907	2.397096	2.397096	0.000000	0.594907	0.439715	0.516321	0.043693	0.000271	1.186539	
2063000	-305.406662	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.616407	0.616407	0.616407	0.616407	2.194642	2.194642	0.000000	0.616407	0.436406	0.524813	0.038538	0.000243	1.864342	
2064000	-306.244161	1	2	0	'1 1 1 1 0 0 1 1 	D	0.504150	0.504150	0.504150	0.504150	2.309976	2.309976	0.504150	0.504150	0.238798	0.211282	0.440275	0.109646	0.960494	
2065000	-305.384662	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.565025	0.565025	0.565025	0.565025	2.191321	2.191321	0.000000	0.565025	0.447098	0.510544	0.042124	0.000234	0.804645	
2066000	-305.434785	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.618312	0.618312	0.618312	0.618312	2.088194	2.088194	0.000000	0.618312	0.436514	0.527009	0.036252	0.000224	1.701727	
2067000	-307.294213	1	2	0	'1 1 1 1 0 0 1 1 	D	0.364684	0.364684	0.364684	0.364684	2.038475	2.038475	0.364684	0.364684	0.227173	0.154251	0.535600	0.082976	1.685856	
2068000	-305.674471	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.654810	0.654810	0.654810	0.654810	2.058385	2.058385	0.000000	0.654810	0.429465	0.536422	0.033887	0.000227	1.130936	
2069000	-305.943142	1	2	0	'1 1 1 1 0 0 1 1 	D	0.486526	0.486526	0.486526	0.486526	1.860839	1.860839	0.486526	0.486526	0.259794	0.233958	0.399305	0.106943	1.040590	
2070000	-306.017490	1	2	0	'1 1 1 1 0 0 1 1 	D	0.465206	0.465206	0.465206	0.465206	1.842385	1.842385	0.465206	0.465206	0.258771	0.225212	0.412821	0.103196	1.341783	
2071000	-306.316201	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.501458	0.501458	0.501458	0.501458	1.831212	1.831212	0.000000	0.501458	0.463539	0.496544	0.039747	0.000171	1.377383	
2072000	-307.105944	1	2	0	'1 1 1 1 0 0 1 1 	D	0.415568	0.415568	0.415568	0.415568	2.402827	2.402827	0.415568	0.415568	0.221759	0.165680	0.520324	0.092237	0.873645	
2073000	-311.308303	1	2	1	'1 1 1 1 1 0 Z 1 	D	0.783113	0.783113	0.783113	0.783113	0.783113	3.783418	0.000000	0.783113	0.539752	0.452789	0.007392	0.000067	1.733190	
2074000	-311.677302	1	2	1	'1 1 1 1 1 0 Z 1 	D	0.692806	0.692806	0.692806	0.692806	0.692806	2.069217	0.000000	0.692806	0.475241	0.516703	0.008001	0.000055	1.921202	
2075000	-309.573956	1	2	0	'1 1 1 1 1 0 1 1 	D	0.545696	0.545696	0.545696	0.545696	0.545696	2.602141	0.545696	0.545696	0.569937	0.259645	0.139051	0.031367	1.961990	
2076000	-310.695117	1	2	1	'1 1 1 1 1 0 Z 1 	D	0.810397	0.810397	0.810397	0.810397	0.810397	2.614679	0.000000	0.810397	0.463694	0.527834	0.008390	0.000081	1.820712	
2077000	-309.178151	1	2	0	'1 1 1 1 1 0 1 1 	D	0.616173	0.616173	0.616173	0.616173	0.616173	3.001865	0.616173	0.616173	0.548811	0.279036	0.135613	0.036540	1.260414	
2078000	-310.135607	1	2	0	'1 1 1 1 1 0 1 1 	D	0.685227	0.685227	0.685227	0.685227	0.685227	3.537179	0.685227	0.685227	0.533589	0.295521	0.130101	0.040788	1.978774	
2079000	-312.632053	1	2	0	'1 1 1 1 1 0 1 1 	D	0.858341	0.858341	0.858341	0.858341	0.858341	2.536255	0.858341	0.858341	0.375846	0.393841	0.141141	0.089172	1.696930	
2080000	-309.424922	1	2	0	'1 1 1 1 1 0 1 1 	D	0.558718	0.558718	0.558718	0.558718	0.558718	3.212046	0.558718	0.558718	0.611112	0.234652	0.128565	0.025671	1.107983	
2081000	-309.473539	1	2	0	'1 1 1 1 1 0 1 1 	D	0.536639	0.536639	0.536639	0.536639	0.536639	2.791186	0.536639	0.536639	0.596350	0.239685	0.136613	0.027353	1.827183	
2082000	-309.300728	1	2	0	'1 1 1 1 1 0 1 1 	D	0.562351	0.562351	0.562351	0.562351	0.562351	2.771345	0.562351	0.562351	0.572514	0.258736	0.137345	0.031405	1.178885	
2083000	-312.360075	1	2	0	'1 1 1 1 1 0 1 1 	D	0.521093	0.521093	0.521093	0.521093	0.521093	1.844480	0.521093	0.521093	0.487077	0.336935	0.132576	0.043412	1.779198	
2084000	-309.953039	1	2	0	'0 0 1 0 1 1 0 1 	D	0.302679	0.302679	1.212383	0.302679	1.212383	1.212383	0.302679	1.212383	0.100953	0.521796	0.179558	0.197694	1.618637	
2085000	-311.249470	1	2	0	'0 0 1 0 1 1 0 1 	D	0.485644	0.485644	1.099938	0.485644	1.099938	1.099938	0.485644	1.099938	0.169609	0.536671	0.131306	0.162413	1.783293	
2086000	-306.709278	1	2	0	'0 0 0 0 1 1 0 0 	D	0.587298	0.587298	0.587298	0.587298	2.274555	2.274555	0.587298	0.587298	0.244539	0.243919	0.386405	0.125136	1.884362	
2087000	-305.405373	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.555462	0.555462	0.555462	0.555462	2.163720	2.163720	0.000000	0.555462	0.449319	0.508057	0.042396	0.000228	1.198621	
2088000	-304.222023	1	3	0	'1 1 1 1 0 2 1 1 	D	0.469477	0.469477	0.469477	0.469477	1.436940	2.811350	0.469477	0.469477	0.362836	0.192424	0.388933	0.055807	1.521336	
2089000	-306.860349	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.679445	0.679445	0.679445	0.679445	2.669811	2.669811	0.000000	0.679445	0.422182	0.534048	0.043426	0.000344	1.861182	
2090000	-306.638158	1	2	0	'1 1 1 1 0 0 1 1 	D	0.412615	0.412615	0.412615	0.412615	2.242960	2.242960	0.412615	0.412615	0.228228	0.171358	0.508246	0.092168	0.925303	
2091000	-306.178736	1	2	0	'1 1 1 1 0 0 1 1 	D	0.476142	0.476142	0.476142	0.476142	2.277875	2.277875	0.476142	0.476142	0.237146	0.200881	0.457547	0.104426	1.833290	
2092000	-307.411908	1	2	0	'1 1 1 1 0 0 1 1 	D	0.360771	0.360771	0.360771	0.360771	2.055600	2.055600	0.360771	0.360771	0.225076	0.150843	0.542044	0.082037	0.493121	
2093000	-305.879772	1	2	0	'1 1 1 1 0 0 1 1 	D	0.481125	0.481125	0.481125	0.481125	1.902372	1.902372	0.481125	0.481125	0.256801	0.227960	0.409272	0.105967	0.705740	
2094000	-306.235041	1	2	0	'1 1 1 1 0 0 1 1 	D	0.558723	0.558723	0.558723	0.558723	2.174485	2.174485	0.558723	0.558723	0.247940	0.240374	0.391823	0.119863	1.024085	
2095000	-305.550057	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.550335	0.550335	0.550335	0.550335	2.296661	2.296661	0.000000	0.550335	0.449645	0.504486	0.045621	0.000248	0.647580	
2096000	-307.972780	1	2	0	'1 1 1 1 0 0 1 1 	D	0.437197	0.437197	0.437197	0.437197	2.646270	2.646270	0.437197	0.437197	0.216924	0.167086	0.520185	0.095805	1.526010	
2097000	-307.613803	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.643496	0.643496	0.643496	0.643496	1.591725	1.591725	0.000000	0.643496	0.432810	0.543628	0.023428	0.000134	0.806266	
2098000	-309.451209	1	2	0	'0 0 0 0 0 1 0 0 	D	0.627194	0.627194	0.627194	0.627194	0.627194	3.313824	0.627194	0.627194	0.562810	0.272362	0.130492	0.034336	1.559251	
2099000	-304.721563	1	3	1	'1 1 1 1 2 0 Z 2 	D	0.699165	0.699165	0.699165	0.699165	1.531000	2.777117	0.000000	1.531000	0.416068	0.566348	0.016971	0.000612	0.962694	
2100000	-305.683972	1	2	0	'0 0 0 0 1 1 0 1 	D	0.261794	0.261794	0.261794	0.261794	1.757566	1.757566	0.261794	1.757566	0.137433	0.108743	0.377877	0.375947	1.592315	
2101000	-305.892146	1	2	0	'0 0 0 0 1 1 0 1 	D	0.263650	0.263650	0.263650	0.263650	1.914971	1.914971	0.263650	1.914971	0.126511	0.101281	0.378331	0.393876	1.691173	
2102000	-305.164159	1	2	0	'0 0 0 0 1 1 0 1 	D	0.337141	0.337141	0.337141	0.337141	2.030202	2.030202	0.337141	2.030202	0.154521	0.143096	0.339394	0.362989	1.929198	
2103000	-305.321043	1	2	0	'0 0 0 0 1 1 0 1 	D	0.350525	0.350525	0.350525	0.350525	2.080413	2.080413	0.350525	2.080413	0.156653	0.148845	0.333486	0.361017	0.891991	
2104000	-305.211254	1	2	0	'0 0 0 0 1 1 0 1 	D	0.340717	0.340717	0.340717	0.340717	2.046399	2.046399	0.340717	2.046399	0.154919	0.144489	0.337843	0.362749	1.978237	
2105000	-306.948366	1	2	0	'0 0 0 0 1 1 0 1 	D	0.225796	0.225796	0.225796	0.225796	1.692922	1.692922	0.225796	1.692922	0.120317	0.087577	0.400240	0.391867	1.546948	
2106000	-305.079926	1	2	0	'0 0 0 0 1 1 0 1 	D	0.300992	0.300992	0.300992	0.300992	1.893519	1.893519	0.300992	1.893519	0.147794	0.127265	0.356622	0.368319	1.334831	
2107000	-305.548654	1	2	0	'0 0 0 0 1 1 0 1 	D	0.369391	0.369391	0.369391	0.369391	2.132225	2.132225	0.369391	2.132225	0.160552	0.157786	0.325210	0.356453	1.279523	
2108000	-305.619363	1	2	0	'0 0 0 0 1 1 0 1 	D	0.372155	0.372155	0.372155	0.372155	2.145794	2.145794	0.372155	2.145794	0.160703	0.158771	0.324148	0.356378	1.752904	
2109000	-305.665726	1	2	0	'0 0 0 0 1 1 0 1 	D	0.262794	0.262794	0.262794	0.262794	1.771342	1.771342	0.262794	1.771342	0.136874	0.108593	0.377461	0.377073	0.947299	
2110000	-306.894101	1	2	0	'0 0 0 0 1 1 0 1 	D	0.363078	0.363078	0.363078	0.363078	2.362161	2.362161	0.363078	2.362161	0.145044	0.143805	0.331167	0.379984	1.402756	
2111000	-305.726334	1	2	0	'0 0 0 0 1 1 0 1 	D	0.313214	0.313214	0.313214	0.313214	2.114243	2.114243	0.313214	2.114243	0.138482	0.123727	0.352886	0.384905	1.646815	
2112000	-305.245240	1	2	0	'0 0 0 0 1 1 0 1 	D	0.323157	0.323157	0.323157	0.323157	2.025994	2.025994	0.323157	2.025994	0.148688	0.134381	0.346657	0.370274	1.027885	
2113000	-305.274309	1	2	0	'0 0 0 0 1 1 0 1 	D	0.317870	0.317870	0.317870	0.317870	2.020820	2.020820	0.317870	2.020820	0.146645	0.131255	0.349384	0.372716	0.865698	
2114000	-305.015784	1	2	0	'0 0 0 0 1 1 0 1 	D	0.316536	0.316536	0.316536	0.316536	1.940944	1.940944	0.316536	1.940944	0.151725	0.134790	0.348759	0.364726	1.481624	
2115000	-305.882021	1	2	0	'0 0 0 0 1 1 0 1 	D	0.275254	0.275254	0.275254	0.275254	2.001999	2.001999	0.275254	2.001999	0.126971	0.104673	0.372240	0.396117	1.232005	
2116000	-307.332675	1	2	0	'0 0 0 0 1 1 0 1 	D	0.329977	0.329977	0.329977	0.329977	2.407528	2.407528	0.329977	2.407528	0.130047	0.122613	0.346223	0.401117	1.229969	
2117000	-305.230451	1	2	0	'0 0 0 0 1 1 0 1 	D	0.295099	0.295099	0.295099	0.295099	1.917287	1.917287	0.295099	1.917287	0.143039	0.121973	0.360386	0.374601	0.924825	
2118000	-308.436539	1	2	0	'0 0 0 0 1 1 0 1 	D	0.197381	0.197381	0.197381	0.197381	1.676677	1.676677	0.197381	1.676677	0.102267	0.069200	0.418305	0.410227	0.653353	
2119000	-304.863954	1	2	0	'1 1 1 1 0 0 1 0 	D	0.303124	0.303124	0.303124	0.303124	1.783444	1.783444	0.303124	1.783444	0.157914	0.135751	0.352813	0.353522	1.254488	
2120000	-306.191067	1	2	0	'0 0 0 0 1 1 0 1 	D	0.342944	0.342944	0.342944	0.342944	2.243695	2.243695	0.342944	2.243695	0.143629	0.136471	0.339389	0.380511	1.338371	
2121000	-308.525091	1	2	0	'0 0 0 0 1 1 0 1 	D	0.202265	0.202265	0.202265	0.202265	1.509751	1.509751	0.202265	1.509751	0.120082	0.082105	0.415088	0.382725	0.504850	
2122000	-305.852841	1	2	0	'0 0 0 0 1 1 0 1 	D	0.323658	0.323658	0.323658	0.323658	2.160358	2.160358	0.323658	2.160358	0.140355	0.128196	0.348014	0.383435	1.188512	
2123000	-310.258120	1	2	0	'1 1 1 1 1 0 1 1 	D	0.480658	0.480658	0.480658	0.480658	0.480658	3.071442	0.480658	0.480658	0.667305	0.186590	0.128630	0.017475	1.653962	
2124000	-311.290970	1	2	0	'1 1 1 1 1 0 1 1 	D	0.805745	0.805745	0.805745	0.805745	0.805745	2.774246	0.805745	0.805745	0.413824	0.369652	0.142395	0.074129	1.311976	
2125000	-312.877070	1	2	0	'0 0 0 1 1 1 0 1 	D	0.423603	0.423603	0.423603	1.390616	1.390616	1.390616	0.423603	1.390616	0.424487	0.418934	0.081729	0.074850	1.959434	
2126000	-303.781811	1	3	1	'0 0 0 0 2 1 Z 2 	D	0.649850	0.649850	0.649850	0.649850	1.468267	2.804783	0.000000	1.468267	0.427283	0.555732	0.016425	0.000560	1.730839	
2127000	-310.767786	1	2	0	'1 1 1 1 1 0 1 1 	D	0.666935	0.666935	0.666935	0.666935	0.666935	2.117698	0.666935	0.666935	0.429333	0.374509	0.133710	0.062448	0.900353	
2128000	-311.849517	1	2	1	'1 1 1 1 1 0 Z 1 	D	0.546123	0.546123	0.546123	0.546123	0.546123	3.346149	0.000000	0.546123	0.703713	0.286052	0.010193	0.000042	1.781843	
2129000	-311.881620	1	2	1	'1 1 1 1 1 0 Z 1 	D	0.616813	0.616813	0.616813	0.616813	0.616813	2.158860	0.000000	0.616813	0.525045	0.465136	0.009765	0.000053	0.969992	
2130000	-309.257199	1	2	0	'1 1 1 1 1 0 1 1 	D	0.603399	0.603399	0.603399	0.603399	0.603399	3.164855	0.603399	0.603399	0.571181	0.264182	0.132135	0.032502	1.017667	
2131000	-309.567730	1	2	0	'1 1 1 1 1 0 1 1 	D	0.547661	0.547661	0.547661	0.547661	0.547661	3.273659	0.547661	0.547661	0.624611	0.225451	0.126295	0.023643	0.940464	
2132000	-309.903201	1	2	0	'1 1 1 1 1 0 1 1 	D	0.538126	0.538126	0.538126	0.538126	0.538126	3.445542	0.538126	0.538126	0.643669	0.214640	0.120688	0.021003	0.739266	
2133000	-309.666507	1	2	0	'1 1 1 1 1 0 1 1 	D	0.522355	0.522355	0.522355	0.522355	0.522355	3.133171	0.522355	0.522355	0.636242	0.213320	0.128666	0.021771	1.785568	
2134000	-310.769081	1	2	0	'1 1 1 1 1 0 1 1 	D	0.556974	0.556974	0.556974	0.556974	0.556974	2.103309	0.556974	0.556974	0.498347	0.321820	0.136731	0.043102	1.382176	
2135000	-310.100429	1	2	0	'1 1 1 1 1 0 1 1 	D	0.570425	0.570425	0.570425	0.570425	0.570425	2.278502	0.570425	0.570425	0.511352	0.308601	0.138602	0.041444	1.110236	
2136000	-311.306418	1	2	1	'1 1 1 1 1 0 Z 1 	D	0.650736	0.650736	0.650736	0.650736	0.650736	2.232595	0.000000	0.650736	0.511500	0.479110	0.009332	0.000057	0.839188	
2137000	-309.863001	1	2	0	'1 1 1 1 1 0 1 1 	D	0.662392	0.662392	0.662392	0.662392	0.662392	2.427615	0.662392	0.662392	0.463663	0.343282	0.138550	0.054505	1.971988	
2138000	-309.864282	1	2	0	'1 1 1 1 1 0 1 1 	D	0.541967	0.541967	0.541967	0.541967	0.541967	2.450052	0.541967	0.541967	0.556158	0.270632	0.139895	0.033315	1.206832	
2139000	-310.531680	1	2	1	'1 1 1 1 1 0 Z 1 	D	0.803595	0.803595	0.803595	0.803595	0.803595	2.718235	0.000000	0.803595	0.472330	0.519096	0.008492	0.000082	1.827688	
2140000	-310.511764	1	2	1	'1 1 1 1 1 0 Z 1 	D	0.808609	0.808609	0.808609	0.808609	0.808609	2.811592	0.000000	0.808609	0.475568	0.515852	0.008496	0.000083	1.118145	
2141000	-309.405357	1	2	0	'1 1 1 1 1 0 1 1 	D	0.658885	0.658885	0.658885	0.658885	0.658885	2.749334	0.658885	0.658885	0.496297	0.316834	0.139264	0.047606	0.624617	
2142000	-310.431235	1	2	0	'1 1 1 1 1 0 1 1 	D	0.548918	0.548918	0.548918	0.548918	0.548918	2.215142	0.548918	0.548918	0.520237	0.301936	0.138683	0.039144	1.207255	
2143000	-310.809705	1	2	0	'1 1 1 1 1 0 1 1 	D	0.529365	0.529365	0.529365	0.529365	0.529365	2.160247	0.529365	0.529365	0.528892	0.295172	0.138892	0.037045	1.125056	
2144000	-309.992440	1	2	0	'1 1 1 1 1 0 1 1 	D	0.725635	0.725635	0.725635	0.725635	0.725635	3.008803	0.725635	0.725635	0.473354	0.331864	0.139772	0.055010	1.238295	
2145000	-309.749184	1	2	0	'1 1 1 1 1 0 1 1 	D	0.532897	0.532897	0.532897	0.532897	0.532897	3.314980	0.532897	0.532897	0.639765	0.214586	0.124194	0.021455	1.202024	
2146000	-309.867484	1	2	1	'0 1 1 1 0 0 Z 1 	D	1.718895	0.529198	0.529198	0.529198	1.718895	1.718895	0.000000	0.529198	0.609546	0.318262	0.071749	0.000443	1.224843	
2147000	-309.927132	1	2	1	'0 1 1 1 0 0 Z 1 	D	1.711644	0.518368	0.518368	0.518368	1.711644	1.711644	0.000000	0.518368	0.613873	0.311799	0.073887	0.000441	1.939828	
2148000	-306.934703	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.492384	0.492384	0.492384	0.492384	2.582681	2.582681	0.000000	0.492384	0.460387	0.481125	0.058206	0.000282	1.422128	
2149000	-306.447543	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.609505	0.609505	0.609505	0.609505	1.735041	1.735041	0.000000	0.609505	0.439581	0.531869	0.028392	0.000157	0.922489	
2150000	-307.100972	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.466273	0.466273	0.466273	0.466273	1.757475	1.757475	0.000000	0.466273	0.472516	0.484768	0.042554	0.000161	1.586908	
2151000	-310.184562	1	2	0	'0 0 1 0 1 1 0 1 	D	0.408963	0.408963	1.213869	0.408963	1.213869	1.213869	0.408963	1.213869	0.132030	0.532742	0.152774	0.182454	0.994598	
2152000	-310.317547	1	2	0	'0 0 1 0 1 1 0 1 	D	0.303287	0.303287	1.042845	0.303287	1.042845	1.042845	0.303287	1.042845	0.122846	0.536473	0.166492	0.174189	1.083942	
2153000	-305.707186	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.608924	0.608924	0.608924	0.608924	2.419328	2.419328	0.000000	0.608924	0.436767	0.519827	0.043128	0.000278	0.992245	
2154000	-306.907770	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.489221	0.489221	0.489221	0.489221	1.728976	1.728976	0.000000	0.489221	0.467076	0.494767	0.038004	0.000153	1.173882	
2155000	-306.196039	1	2	0	'0 0 0 0 1 1 0 0 	D	0.478938	0.478938	0.478938	0.478938	2.287225	2.287225	0.478938	0.478938	0.237082	0.201639	0.456344	0.104935	0.709361	
2156000	-306.356148	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.553534	0.553534	0.553534	0.553534	2.591023	2.591023	0.000000	0.553534	0.447190	0.502159	0.050361	0.000290	1.664367	
2157000	-305.382444	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.608196	0.608196	0.608196	0.608196	2.192499	2.192499	0.000000	0.608196	0.438074	0.522699	0.038986	0.000241	1.676320	
2158000	-311.624107	1	2	2	'0 Z 0 0 1 1 Z 0 	D	0.680512	0.000000	0.680512	0.680512	1.839123	1.839123	0.000000	0.680512	0.193333	0.718113	0.087368	0.001186	1.521158	
2159000	-306.150057	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.599104	0.599104	0.599104	0.599104	1.787235	1.787235	0.000000	0.599104	0.441636	0.527945	0.030253	0.000166	1.258129	
2160000	-305.370538	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.588966	0.588966	0.588966	0.588966	2.085312	2.085312	0.000000	0.588966	0.442571	0.519214	0.037997	0.000219	1.034477	
2161000	-307.619756	1	2	0	'0 0 0 0 1 1 0 0 	D	0.452549	0.452549	0.452549	0.452549	2.607878	2.607878	0.452549	0.452549	0.220935	0.175528	0.504567	0.098969	1.027460	
2162000	-305.712898	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.571454	0.571454	0.571454	0.571454	2.415208	2.415208	0.000000	0.571454	0.444458	0.509430	0.045842	0.000269	1.425121	
2163000	-308.982084	1	2	0	'1 1 1 1 0 0 1 1 	D	0.352737	0.352737	0.352737	0.352737	2.505846	2.505846	0.352737	0.352737	0.201229	0.127834	0.592389	0.078548	0.610926	
2164000	-305.957877	1	2	0	'1 1 1 1 0 0 1 1 	D	0.526512	0.526512	0.526512	0.526512	2.129915	2.129915	0.526512	0.526512	0.248427	0.231079	0.406497	0.113998	1.326433	
2165000	-306.213973	1	2	0	'1 1 1 1 0 0 1 1 	D	0.542862	0.542862	0.542862	0.542862	1.839800	1.839800	0.542862	0.542862	0.264274	0.260061	0.359008	0.116657	0.809451	
2166000	-305.987939	1	2	0	'1 1 1 1 0 0 1 1 	D	0.499688	0.499688	0.499688	0.499688	2.203408	2.203408	0.499688	0.499688	0.242995	0.215407	0.432611	0.108987	1.564584	
2167000	-306.529461	1	2	0	'1 1 1 1 0 0 1 1 	D	0.591938	0.591938	0.591938	0.591938	1.966218	1.966218	0.591938	0.591938	0.258149	0.267023	0.349321	0.125507	0.857534	
2168000	-305.385228	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.580244	0.580244	0.580244	0.580244	2.232490	2.232490	0.000000	0.580244	0.443642	0.514399	0.041717	0.000242	1.341214	
2169000	-307.871575	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.548096	0.548096	0.548096	0.548096	2.891527	2.891527	0.000000	0.548096	0.446591	0.498141	0.054944	0.000324	0.699202	
2170000	-306.731912	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.476825	0.476825	0.476825	0.476825	1.804470	1.804470	0.000000	0.476825	0.469622	0.487763	0.042447	0.000168	1.742439	
2171000	-305.481373	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.540086	0.540086	0.540086	0.540086	2.167571	2.167571	0.000000	0.540086	0.452662	0.503101	0.044009	0.000228	0.983794	
2172000	-306.487229	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.696248	0.696248	0.696248	0.696248	2.520794	2.520794	0.000000	0.696248	0.419897	0.539186	0.040590	0.000326	1.328310	
2173000	-306.268155	1	2	0	'1 1 1 1 0 0 1 1 	D	0.437812	0.437812	0.437812	0.437812	2.216880	2.216880	0.437812	0.437812	0.234277	0.185817	0.482673	0.097233	1.402809	
2174000	-307.272405	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.579650	0.579650	0.579650	0.579650	2.813424	2.813424	0.000000	0.579650	0.440529	0.508036	0.051110	0.000325	1.309052	
2175000	-305.970158	1	2	0	'0 0 0 0 1 1 0 0 	D	0.508084	0.508084	0.508084	0.508084	2.185997	2.185997	0.508084	0.508084	0.244521	0.220000	0.424912	0.110567	0.931833	
2176000	-307.583089	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.742137	0.742137	0.742137	0.742137	2.692285	2.692285	0.000000	0.742137	0.411409	0.546491	0.041718	0.000382	1.681309	
2177000	-306.730134	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.667931	0.667931	0.667931	0.667931	2.657843	2.657843	0.000000	0.667931	0.424314	0.531620	0.043729	0.000337	1.156058	
2178000	-306.322129	1	2	0	'0 0 0 0 1 1 0 0 	D	0.528559	0.528559	0.528559	0.528559	1.765103	1.765103	0.528559	0.528559	0.268308	0.261288	0.356368	0.114036	0.939142	
2179000	-306.840853	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.464183	0.464183	0.464183	0.464183	2.420621	2.420621	0.000000	0.464183	0.467705	0.471022	0.061009	0.000264	1.429027	
2180000	-306.320323	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.631264	0.631264	0.631264	0.631264	2.599640	2.599640	0.000000	0.631264	0.431456	0.523563	0.044667	0.000313	1.472479	
2181000	-306.371323	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.611030	0.611030	0.611030	0.611030	1.750536	1.750536	0.000000	0.611030	0.439224	0.531898	0.028719	0.000160	0.862364	
2182000	-306.010879	1	2	0	'0 0 0 0 1 1 0 0 	D	0.543661	0.543661	0.543661	0.543661	2.008061	2.008061	0.543661	0.543661	0.255196	0.246417	0.381320	0.117067	1.284201	
2183000	-306.494715	1	2	0	'1 1 1 1 0 0 1 1 	D	0.588196	0.588196	0.588196	0.588196	2.135332	2.135332	0.588196	0.588196	0.250287	0.253137	0.371383	0.125193	1.908835	
2184000	-306.972852	1	2	0	'1 1 1 1 0 0 1 1 	D	0.490756	0.490756	0.490756	0.490756	2.510242	2.510242	0.490756	0.490756	0.229695	0.196076	0.467557	0.106672	1.317805	
2185000	-306.245718	1	2	0	'1 1 1 1 0 0 1 1 	D	0.542573	0.542573	0.542573	0.542573	1.825595	1.825595	0.542573	0.542573	0.265094	0.261243	0.357092	0.116571	1.617856	
2186000	-306.004947	1	2	0	'1 1 1 1 0 0 1 1 	D	0.489122	0.489122	0.489122	0.489122	1.831231	1.831231	0.489122	0.489122	0.261837	0.237746	0.393018	0.107398	1.690399	
2187000	-306.608446	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.453960	0.453960	0.453960	0.453960	2.204219	2.204219	0.000000	0.453960	0.471722	0.469168	0.058872	0.000237	1.034304	
2188000	-306.288174	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.721697	0.721697	0.721697	0.721697	2.245514	2.245514	0.000000	0.721697	0.416665	0.547841	0.035210	0.000285	1.350009	
