Default schedule
Rate	44.44
Est Data	55.56
Rate Tried	% Accepted	Est Data Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
444	0.430180	556	0.539568	9.280260	0	0.000000	0.491000	0.448006	
446	0.450673	554	0.518051	9.280260	0	0.000000	0.488000	0.448061	
433	0.496536	567	0.502646	9.280260	0	0.000000	0.500000	0.448133	
455	0.391209	545	0.517431	9.280260	0	0.000000	0.460000	0.448149	
453	0.428256	547	0.524680	9.280260	0	0.000000	0.481000	0.448194	
416	0.396635	584	0.601027	9.280260	0	0.000000	0.516000	0.448287	
436	0.330275	564	0.540780	9.280260	0	0.000000	0.449000	0.448288	
439	0.250569	561	0.529412	9.280260	0	0.000000	0.407000	0.448232	
437	0.144165	563	0.541741	9.280260	0	0.000000	0.368000	0.448122	
415	0.378313	585	0.509402	9.280260	0	0.000000	0.455000	0.448132	
443	0.440181	557	0.509874	9.280260	0	0.000000	0.479000	0.448174	
434	0.221198	566	0.556537	9.280260	0	0.000000	0.411000	0.448123	
430	0.246512	570	0.580702	9.280260	0	0.000000	0.437000	0.448108	
470	0.270213	530	0.539623	9.280260	0	0.000000	0.413000	0.448060	
434	0.341014	566	0.530035	9.280260	0	0.000000	0.448000	0.448060	
406	0.142857	594	0.548822	9.280260	0	0.000000	0.384000	0.447974	
413	0.246973	587	0.584327	9.280260	0	0.000000	0.445000	0.447970	
443	0.277652	557	0.596050	9.280260	0	0.000000	0.455000	0.447979	
440	0.229545	560	0.544643	9.280260	0	0.000000	0.406000	0.447923	
437	0.354691	563	0.531083	9.280260	0	0.000000	0.454000	0.447931	
444	0.337838	556	0.562950	9.280260	0	0.000000	0.463000	0.447951	
429	0.447552	571	0.551664	9.280260	0	0.000000	0.507000	0.448030	
435	0.413793	565	0.559292	9.280260	0	0.000000	0.496000	0.448094	
426	0.284038	574	0.595819	9.280260	0	0.000000	0.463000	0.448114	
460	0.413043	540	0.564815	9.280260	0	0.000000	0.495000	0.448177	
443	0.442438	557	0.552962	9.280260	0	0.000000	0.504000	0.448251	
