Options:
Model:                           Discrete: Dependent
Tree File Name:                  tutorial_tree.nex
Data File Name:                  tutorial_traits_load.tsv
Log File Name:                   tutorial_bayestraits_output_log_load.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1570777294
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1100000
Burn in:                         100000
MCMC ML Start:                   False
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Load Model:                      tutorial_bayestraits_output_model.bin
Estimating values for taxa and Sites
	t100                
Restrictions:
    q12                          None
    q13                          None
    q21                          None
    q24                          None
    q31                          None
    q34                          None
    q42                          None
    q43                          None
Prior Information:
    Prior Categories:            100
    Priors
        q12 - Hyper Prior exp (0.00,1.00) 
        q13 - Hyper Prior exp (0.00,1.00) 
        q21 - Hyper Prior exp (0.00,1.00) 
        q24 - Hyper Prior exp (0.00,1.00) 
        q31 - Hyper Prior exp (0.00,1.00) 
        q34 - Hyper Prior exp (0.00,1.00) 
        q42 - Hyper Prior exp (0.00,1.00) 
        q43 - Hyper Prior exp (0.00,1.00) 
Tree Information
     Trees:                      1
     Taxa:                       500
     Sites:                      1
     States:                     4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Model No	q12	q13	q21	q24	q31	q34	q42	q43	Est t100 - 2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	q12 - Mean	q13 - Mean	q21 - Mean	q24 - Mean	q31 - Mean	q34 - Mean	q42 - Mean	q43 - Mean	
842000	-464.410061	1	754	0.705353	0.017596	0.705353	0.705353	0.705353	0.705353	0.705353	0.017596	1	0.245135	0.249978	0.250037	0.254851	0.423025	0.191626	0.849779	0.304497	0.666209	0.281456	0.758310	0.178100	
843000	-463.848128	1	791	0.638574	0.063999	0.638574	0.638574	0.638574	0.638574	0.638574	0.000000	1	0.247002	0.250029	0.249897	0.253073	0.765364	0.138097	0.335421	0.965937	0.829605	0.296782	0.089090	0.212935	
844000	-464.546392	1	310	0.688896	0.027007	0.688896	0.688896	0.688896	0.027007	0.688896	0.000000	1	0.254497	0.265053	0.205671	0.274778	0.257501	0.024492	0.822794	0.416363	0.097614	0.397236	0.703564	0.140486	
845000	-464.207068	1	179	0.693773	0.026971	0.693773	0.693773	0.693773	0.693773	0.693773	0.026971	1	0.245034	0.250003	0.249966	0.254996	0.286241	0.693998	0.826497	0.241833	0.378805	0.073205	0.937822	0.331722	
846000	-464.866121	1	769	0.664652	0.008072	0.664652	0.664652	0.008072	0.664652	0.664652	0.008072	1	0.249066	0.255498	0.233792	0.261645	0.225045	0.388422	0.610848	0.047981	0.209388	0.918964	0.957670	0.306593	
847000	-465.876945	1	129	0.506688	0.028569	0.506688	0.506688	0.506688	0.506688	0.506688	0.028569	1	0.227589	0.250739	0.247610	0.274063	0.293344	0.924776	0.445704	0.521424	0.838679	0.742196	0.911499	0.391314	
848000	-464.806277	1	735	0.660895	0.044739	0.660895	0.660895	0.660895	0.000000	0.660895	0.000000	1	0.252298	0.273930	0.179986	0.293786	0.421383	0.015150	0.563963	0.177604	0.138889	0.068202	0.207454	0.267789	
849000	-464.198992	1	262	0.632447	0.032130	0.632447	0.632447	0.632447	0.632447	0.632447	0.032130	1	0.242067	0.250055	0.249794	0.258084	0.097983	0.855581	0.543801	0.390087	0.234752	0.360456	0.064151	0.818794	
850000	-466.227145	1	533	0.771125	0.000000	0.771125	0.771125	0.000000	0.771125	0.771125	0.032684	1	0.251339	0.253063	0.241124	0.254475	0.209270	0.921692	0.583087	0.604463	0.107793	0.292457	0.530666	0.721095	
851000	-463.831792	1	228	0.676779	0.049425	0.676779	0.676779	0.676779	0.676779	0.676779	0.000000	1	0.247977	0.249993	0.250020	0.252009	0.390458	0.068869	0.511824	0.627011	0.997196	0.492650	0.099353	0.708632	
852000	-465.044214	1	583	0.543670	0.030886	0.543670	0.543670	0.543670	0.543670	0.543670	0.030886	1	0.233526	0.250369	0.248783	0.267322	0.619757	0.745036	0.144847	0.168593	0.678289	0.588064	0.073245	0.413619	
853000	-464.030677	1	962	0.591128	0.037327	0.591128	0.591128	0.591128	0.591128	0.591128	0.000000	1	0.245111	0.250001	0.250153	0.254734	0.728626	0.216173	0.919019	0.994910	0.460317	0.435334	0.991114	0.082109	
854000	-465.271247	1	326	0.778937	0.012350	0.778937	0.778937	0.778937	0.000000	0.778937	0.012350	1	0.255508	0.259225	0.222877	0.262390	0.159437	0.313587	0.994688	0.506427	0.287868	0.947544	0.328883	0.016519	
855000	-465.286076	1	834	0.521017	0.059854	0.521017	0.521017	0.521017	0.521017	0.521017	0.000000	1	0.239953	0.250555	0.248672	0.260820	0.353701	0.737188	0.585271	0.854595	0.377323	0.033414	0.996109	0.082588	
856000	-464.338887	1	50	0.620898	0.013579	0.620898	0.620898	0.013579	0.620898	0.620898	0.013579	1	0.250262	0.258938	0.224053	0.266747	0.767816	0.531035	0.823015	0.101736	0.800423	0.375208	0.203112	0.775693	
857000	-463.744453	1	983	0.622444	0.045867	0.622444	0.622444	0.622444	0.622444	0.622444	0.000000	1	0.246479	0.250012	0.250018	0.253491	0.324809	0.788976	0.289125	0.165013	0.234933	0.201454	0.239320	0.196191	
858000	-464.618389	1	162	0.562289	0.029899	0.562289	0.562289	0.562289	0.562289	0.562289	0.000000	1	0.243334	0.249941	0.250501	0.256223	0.071826	0.508758	0.944575	0.466648	0.204748	0.974047	0.079399	0.058853	
859000	-463.951036	1	446	0.643809	0.069297	0.643809	0.643809	0.643809	0.643809	0.643809	0.000000	1	0.247147	0.250027	0.249884	0.252942	0.754558	0.548094	0.499779	0.082600	0.883486	0.678173	0.429275	0.242569	
860000	-463.923229	1	953	0.591410	0.044128	0.591410	0.591410	0.591410	0.591410	0.591410	0.000000	1	0.245148	0.250048	0.249981	0.254823	0.089787	0.938306	0.081742	0.705732	0.118078	0.413294	0.594235	0.361628	
861000	-464.001598	1	877	0.582998	0.051837	0.582998	0.582998	0.582998	0.582998	0.582998	0.000000	1	0.244711	0.250105	0.249793	0.255391	0.339470	0.804730	0.704335	0.892453	0.634899	0.920854	0.133125	0.232497	
862000	-464.432392	1	808	0.620740	0.017076	0.620740	0.620740	0.620740	0.000000	0.620740	0.017076	1	0.259853	0.274937	0.177720	0.287490	0.297128	0.372167	0.452505	0.621615	0.875548	0.963791	0.403794	0.685363	
863000	-465.229750	1	255	0.549064	0.023714	0.549064	0.549064	0.549064	0.549064	0.549064	0.000000	1	0.242199	0.249755	0.251192	0.256854	0.338936	0.531859	0.345853	0.375882	0.539061	0.788094	0.053279	0.121454	
864000	-463.867959	1	757	0.599742	0.043243	0.599742	0.599742	0.599742	0.599742	0.599742	0.000000	1	0.245547	0.250028	0.250022	0.254403	0.973963	0.343237	0.619608	0.066312	0.471985	0.472933	0.895112	0.899774	
865000	-464.056922	1	783	0.614839	0.032469	0.614839	0.614839	0.614839	0.614839	0.614839	0.000000	1	0.246148	0.249944	0.250283	0.253626	0.954689	0.032448	0.500204	0.553055	0.241565	0.609772	0.067801	0.540565	
866000	-464.093411	1	815	0.601734	0.016529	0.601734	0.601734	0.601734	0.601734	0.601734	0.016529	1	0.238393	0.249956	0.249986	0.261665	0.671702	0.422868	0.908421	0.888530	0.672445	0.371659	0.786202	0.391124	
867000	-464.950707	1	174	0.685731	0.000000	0.685731	0.685731	0.685731	0.685731	0.685731	0.029635	1	0.240659	0.249976	0.250127	0.259239	0.353493	0.985121	0.443374	0.577320	0.204803	0.354872	0.042954	0.154195	
868000	-464.222447	1	706	0.564743	0.045955	0.564743	0.564743	0.564743	0.564743	0.564743	0.000000	1	0.243614	0.250137	0.249795	0.256454	0.506502	0.698803	0.687555	0.946198	0.462170	0.475386	0.126958	0.532787	
869000	-463.794936	1	473	0.670338	0.051172	0.670338	0.670338	0.670338	0.670338	0.670338	0.000000	1	0.247841	0.249996	0.250009	0.252153	0.442797	0.641072	0.805433	0.013425	0.164168	0.366207	0.472371	0.590230	
870000	-464.945348	1	429	0.614350	0.000000	0.614350	0.614350	0.614350	0.614350	0.614350	0.023943	1	0.233216	0.249822	0.250382	0.266580	0.057324	0.301645	0.538709	0.436286	0.520736	0.415768	0.815634	0.367075	
871000	-464.527201	1	402	0.734036	0.071214	0.734036	0.734036	0.734036	0.734036	0.734036	0.000000	1	0.248848	0.249995	0.249983	0.251174	0.186928	0.967988	0.700882	0.891861	0.536052	0.426691	0.090997	0.156748	
872000	-464.361458	1	824	0.655248	0.010903	0.655248	0.655248	0.655248	0.010903	0.655248	0.010903	1	0.258588	0.269124	0.193785	0.278503	0.414431	0.282210	0.047917	0.183798	0.909222	0.245537	0.960829	0.184684	
873000	-464.977794	1	697	0.596628	0.036343	0.596628	0.596628	0.596628	0.000000	0.596628	0.000000	1	0.251504	0.281491	0.157254	0.309751	0.514153	0.996954	0.470682	0.843460	0.493124	0.293271	0.149101	0.591806	
874000	-464.313442	1	432	0.568862	0.061776	0.568862	0.568862	0.568862	0.568862	0.568862	0.000000	1	0.243849	0.250191	0.249514	0.256446	0.535328	0.592600	0.852858	0.248119	0.144065	0.771428	0.757348	0.308199	
875000	-466.864251	1	370	0.508832	0.094379	0.508832	0.508832	0.508832	0.508832	0.508832	0.000000	1	0.238068	0.250811	0.247528	0.263593	0.574326	0.092260	0.200449	0.736250	0.018656	0.596406	0.683405	0.687647	
876000	-465.609501	1	876	0.536147	0.083679	0.536147	0.536147	0.536147	0.536147	0.536147	0.000000	1	0.241149	0.250458	0.248627	0.259766	0.368787	0.813923	0.528484	0.967436	0.371401	0.078267	0.833477	0.966198	
877000	-464.185481	1	203	0.718783	0.049386	0.718783	0.718783	0.718783	0.718783	0.718783	0.000000	1	0.248669	0.249990	0.250020	0.251321	0.042693	0.656554	0.291493	0.569823	0.891881	0.424975	0.232087	0.004202	
878000	-464.522022	1	688	0.675919	0.029302	0.675919	0.675919	0.675919	0.000000	0.675919	0.000000	1	0.255865	0.269573	0.192418	0.282144	0.127010	0.257849	0.604397	0.660202	0.868317	0.427892	0.295108	0.496581	
879000	-468.491498	1	711	0.647600	0.018082	0.647600	0.647600	0.647600	0.647600	0.647600	0.000000	0	0.247516	0.249780	0.250774	0.251930	0.455233	0.079466	0.183061	0.790360	0.703253	0.011325	0.959383	0.834903	
880000	-465.363248	1	969	0.653390	0.015649	0.653390	0.653390	0.000000	0.000000	0.653390	0.000000	1	0.300854	0.334749	0.000000	0.364397	0.323320	0.563302	0.841337	0.891467	0.244918	0.849462	0.655408	0.385129	
881000	-464.154749	1	405	0.705221	0.065941	0.705221	0.705221	0.705221	0.705221	0.705221	0.000000	1	0.248473	0.249998	0.249978	0.251552	0.945435	0.606658	0.603450	0.629569	0.336473	0.031901	0.364487	0.814468	
882000	-464.245133	1	530	0.666563	0.014812	0.666563	0.666563	0.666563	0.014812	0.666563	0.014812	1	0.257939	0.267796	0.198082	0.276183	0.209972	0.538583	0.993579	0.530196	0.215141	0.326617	0.853337	0.050025	
883000	-464.343763	1	569	0.560616	0.039503	0.560616	0.560616	0.560616	0.560616	0.560616	0.000000	1	0.243315	0.250096	0.249982	0.256607	0.914782	0.048153	0.646227	0.102153	0.040065	0.120052	0.799593	0.149377	
884000	-463.830817	1	98	0.648057	0.062922	0.648057	0.648057	0.648057	0.648057	0.648057	0.000000	1	0.247282	0.250019	0.249923	0.252776	0.662823	0.074149	0.093912	0.111019	0.730603	0.553656	0.932872	0.891000	
885000	-463.846557	1	288	0.620631	0.061583	0.620631	0.620631	0.620631	0.620631	0.620631	0.000000	1	0.246400	0.250048	0.249859	0.253694	0.999890	0.497112	0.867805	0.895673	0.454063	0.942520	0.329981	0.043660	
886000	-463.789812	1	127	0.661760	0.057410	0.661760	0.661760	0.661760	0.661760	0.661760	0.000000	1	0.247643	0.250006	0.249971	0.252380	0.316102	0.195270	0.034766	0.169600	0.698464	0.753291	0.272242	0.942463	
887000	-463.733486	1	672	0.653331	0.049548	0.653331	0.653331	0.653331	0.653331	0.653331	0.000000	1	0.247435	0.250000	0.250011	0.252555	0.058557	0.087556	0.793997	0.019487	0.679583	0.455756	0.664172	0.340062	
888000	-464.199499	1	240	0.686289	0.033897	0.686289	0.686289	0.686289	0.686289	0.686289	0.000000	1	0.248144	0.249965	0.250125	0.251767	0.012678	0.781421	0.682844	0.993284	0.151088	0.186540	0.219109	0.970718	
889000	-464.056922	1	783	0.614839	0.032469	0.614839	0.614839	0.614839	0.614839	0.614839	0.000000	1	0.246148	0.249944	0.250283	0.253626	0.517218	0.414099	0.095438	0.333153	0.258685	0.502337	0.952164	0.677211	
890000	-466.217853	1	953	0.591410	0.044128	0.591410	0.591410	0.591410	0.591410	0.591410	0.000000	0	0.245669	0.250051	0.250022	0.254258	0.854400	0.995012	0.483555	0.352522	0.023296	0.966036	0.699162	0.577007	
891000	-465.040315	1	440	0.589649	0.024836	0.589649	0.589649	0.589649	0.000000	0.589649	0.000000	1	0.255795	0.280210	0.160761	0.303234	0.885587	0.421145	0.842526	0.300846	0.419918	0.559527	0.217110	0.969899	
892000	-468.568426	1	604	0.735680	0.076861	0.735680	0.735680	0.735680	0.000000	0.735680	0.000000	0	0.249311	0.269177	0.194644	0.286867	0.036819	0.751749	0.559239	0.795808	0.805297	0.661669	0.882440	0.417230	
893000	-466.152029	1	349	0.579994	0.052367	0.579994	0.579994	0.579994	0.579994	0.579994	0.000000	0	0.245085	0.250122	0.249807	0.254986	0.742799	0.686013	0.704495	0.426943	0.091959	0.998947	0.420056	0.083705	
894000	-466.145166	1	885	0.682804	0.051523	0.682804	0.682804	0.682804	0.682804	0.682804	0.000000	0	0.248386	0.249996	0.250023	0.251594	0.030318	0.912205	0.821997	0.397833	0.454400	0.121471	0.364420	0.964929	
895000	-463.966103	1	186	0.627828	0.034168	0.627828	0.627828	0.627828	0.627828	0.627828	0.000000	1	0.246639	0.249956	0.250215	0.253190	0.148435	0.818734	0.259736	0.649349	0.746024	0.322648	0.479919	0.270136	
896000	-466.327577	1	802	0.534609	0.019182	0.534609	0.534609	0.534609	0.019182	0.534609	0.000000	1	0.253477	0.284576	0.147465	0.314482	0.082106	0.614129	0.570823	0.652300	0.590667	0.799746	0.619539	0.106568	
897000	-464.289663	1	223	0.705446	0.073096	0.705446	0.705446	0.705446	0.705446	0.705446	0.000000	1	0.248469	0.249999	0.249964	0.251568	0.658865	0.785239	0.328874	0.983829	0.138184	0.210857	0.858488	0.932495	
898000	-464.577629	1	840	0.681510	0.089018	0.681510	0.681510	0.681510	0.681510	0.681510	0.000000	1	0.248018	0.250007	0.249908	0.252067	0.320217	0.145886	0.912426	0.280435	0.811556	0.741603	0.617782	0.868255	
899000	-463.938749	1	907	0.588751	0.045371	0.588751	0.588751	0.588751	0.588751	0.588751	0.000000	1	0.245015	0.250060	0.249945	0.254979	0.496261	0.522718	0.863231	0.309236	0.405297	0.235767	0.865206	0.000522	
900000	-466.161904	1	387	0.589884	0.000000	0.589884	0.589884	0.000000	0.589884	0.589884	0.029196	1	0.254830	0.263450	0.211451	0.270269	0.438086	0.151326	0.424064	0.080239	0.956119	0.619146	0.452022	0.641628	
901000	-464.976783	1	861	0.595018	0.035385	0.595018	0.595018	0.595018	0.000000	0.595018	0.000000	1	0.251771	0.281547	0.157061	0.309621	0.060822	0.518687	0.075571	0.628001	0.911745	0.719900	0.100388	0.181814	
902000	-463.950454	1	638	0.587056	0.046406	0.587056	0.587056	0.587056	0.587056	0.587056	0.000000	1	0.244928	0.250069	0.249917	0.255085	0.800255	0.297514	0.787963	0.362562	0.414210	0.425496	0.634559	0.922092	
903000	-463.920347	1	67	0.590030	0.047762	0.590030	0.590030	0.590030	0.590030	0.590030	0.000000	1	0.245083	0.250069	0.249904	0.254945	0.604349	0.616954	0.722623	0.658921	0.901421	0.960926	0.807979	0.651938	
904000	-466.967594	1	516	0.762958	0.063886	0.762958	0.762958	0.762958	0.762958	0.762958	0.000000	0	0.249293	0.249996	0.250001	0.250710	0.065688	0.933693	0.404400	0.500120	0.281090	0.190992	0.453299	0.568969	
905000	-464.577664	1	138	0.568970	0.030500	0.568970	0.568970	0.568970	0.568970	0.568970	0.030500	1	0.236503	0.250212	0.249271	0.264015	0.970696	0.226217	0.369846	0.327031	0.870147	0.453832	0.057419	0.548528	
906000	-463.812460	1	938	0.630587	0.061187	0.630587	0.630587	0.630587	0.630587	0.630587	0.000000	1	0.246751	0.250034	0.249893	0.253322	0.584049	0.724114	0.619808	0.254233	0.834996	0.007682	0.844581	0.255142	
907000	-464.997042	1	940	0.578755	0.020267	0.578755	0.578755	0.020267	0.578755	0.578755	0.020267	1	0.250999	0.262398	0.214799	0.271804	0.285725	0.958413	0.507531	0.580822	0.309943	0.373386	0.853402	0.058752	
908000	-464.944581	1	391	0.570579	0.000000	0.570579	0.570579	0.570579	0.570579	0.570579	0.037805	1	0.228244	0.250067	0.249769	0.271920	0.258200	0.929650	0.818751	0.100713	0.880372	0.474349	0.050251	0.743627	
909000	-464.710411	1	153	0.628132	0.000000	0.628132	0.628132	0.628132	0.628132	0.628132	0.028922	1	0.235287	0.249929	0.250190	0.264595	0.105995	0.413144	0.596531	0.034270	0.220075	0.693242	0.280140	0.189398	
910000	-466.019006	1	817	0.627123	0.000000	0.627123	0.627123	0.042542	0.627123	0.627123	0.042542	1	0.255194	0.258756	0.225230	0.260820	0.495598	0.251876	0.865177	0.865500	0.458339	0.775816	0.401027	0.179590	
911000	-463.848505	1	438	0.605380	0.041971	0.605380	0.605380	0.605380	0.605380	0.605380	0.000000	1	0.245796	0.250014	0.250057	0.254133	0.146905	0.933523	0.344262	0.855653	0.861064	0.510839	0.347370	0.428259	
912000	-465.463831	1	601	0.613508	0.109170	0.613508	0.613508	0.613508	0.613508	0.613508	0.000000	1	0.245874	0.250076	0.249586	0.254464	0.835187	0.919889	0.538021	0.331693	0.710240	0.820197	0.705280	0.318216	
913000	-464.043331	1	627	0.648974	0.028874	0.648974	0.648974	0.648974	0.648974	0.648974	0.028874	1	0.242899	0.250027	0.249877	0.257197	0.238506	0.794340	0.274356	0.961814	0.691271	0.961017	0.705054	0.475131	
914000	-464.886117	1	738	0.591672	0.000000	0.591672	0.591672	0.591672	0.591672	0.591672	0.047951	1	0.232279	0.250153	0.249784	0.267784	0.524441	0.650393	0.395823	0.769202	0.201560	0.600616	0.398768	0.800799	
915000	-466.155348	1	775	0.773655	0.000000	0.773655	0.773655	0.773655	0.773655	0.773655	0.060412	1	0.245965	0.250034	0.250030	0.253971	0.623792	0.703075	0.758608	0.819896	0.967726	0.707105	0.587191	0.920504	
916000	-464.030677	1	962	0.591128	0.037327	0.591128	0.591128	0.591128	0.591128	0.591128	0.000000	1	0.245111	0.250001	0.250153	0.254734	0.253055	0.644512	0.382837	0.862479	0.573781	0.863568	0.351178	0.310294	
917000	-466.066901	1	467	0.641658	0.045709	0.641658	0.641658	0.641658	0.641658	0.641658	0.000000	0	0.247493	0.250000	0.250058	0.252449	0.885747	0.376521	0.176313	0.660677	0.706258	0.669948	0.686461	0.333353	
918000	-464.366681	1	836	0.683843	0.015291	0.683843	0.683843	0.683843	0.683843	0.683843	0.015291	1	0.244060	0.249959	0.250078	0.255903	0.967723	0.593785	0.564126	0.278041	0.979961	0.149552	0.998236	0.822625	
919000	-464.997042	1	940	0.578755	0.020267	0.578755	0.578755	0.020267	0.578755	0.578755	0.020267	1	0.250999	0.262398	0.214799	0.271804	0.602963	0.727621	0.461905	0.020095	0.523386	0.757187	0.978573	0.317430	
920000	-464.343703	1	663	0.605341	0.078549	0.605341	0.605341	0.605341	0.605341	0.605341	0.000000	1	0.245714	0.250093	0.249667	0.254526	0.336958	0.714126	0.616730	0.560523	0.846459	0.729838	0.828510	0.861335	
921000	-464.180055	1	198	0.598075	0.070756	0.598075	0.598075	0.598075	0.598075	0.598075	0.000000	1	0.245419	0.250104	0.249672	0.254805	0.186868	0.082624	0.222991	0.126790	0.400156	0.629589	0.869930	0.703518	
922000	-464.465046	1	200	0.550376	0.044815	0.550376	0.550376	0.550376	0.550376	0.550376	0.000000	1	0.242594	0.250196	0.249698	0.257512	0.571461	0.885186	0.117590	0.006607	0.929273	0.798367	0.356595	0.714772	
923000	-464.163948	1	496	0.607722	0.072967	0.607722	0.607722	0.607722	0.607722	0.607722	0.000000	1	0.245845	0.250083	0.249718	0.254354	0.216368	0.713991	0.009025	0.874981	0.140118	0.139046	0.936881	0.610924	
924000	-464.216296	1	250	0.710379	0.067005	0.710379	0.710379	0.710379	0.710379	0.710379	0.000000	1	0.248548	0.249997	0.249978	0.251476	0.594875	0.888815	0.771529	0.166774	0.290606	0.969933	0.706463	0.550158	
925000	-463.821730	1	273	0.609210	0.055749	0.609210	0.609210	0.609210	0.609210	0.609210	0.000000	1	0.245961	0.250056	0.249869	0.254114	0.998734	0.821652	0.078999	0.325223	0.982130	0.291815	0.726113	0.664407	
926000	-463.894156	1	419	0.621137	0.036738	0.621137	0.621137	0.621137	0.621137	0.621137	0.000000	1	0.246411	0.249973	0.250168	0.253449	0.572733	0.707525	0.402694	0.767625	0.036169	0.628122	0.170998	0.886584	
927000	-464.565777	1	999	0.707667	0.031210	0.707667	0.707667	0.707667	0.031210	0.707667	0.000000	1	0.253574	0.263522	0.210261	0.272643	0.094032	0.201440	0.213469	0.303801	0.711282	0.180187	0.989996	0.989696	
928000	-465.361047	1	65	0.780262	0.045855	0.780262	0.780262	0.780262	0.045855	0.780262	0.000000	1	0.251438	0.258646	0.224752	0.265163	0.519276	0.591514	0.321581	0.258073	0.185794	0.646891	0.123261	0.283087	
929000	-463.833927	1	259	0.601956	0.045898	0.601956	0.601956	0.601956	0.601956	0.601956	0.000000	1	0.245651	0.250037	0.249978	0.254333	0.360812	0.057924	0.023516	0.409813	0.990480	0.039578	0.607306	0.048889	
930000	-464.609501	1	910	0.600051	0.010447	0.600051	0.600051	0.600051	0.000000	0.600051	0.010447	1	0.260249	0.277234	0.169949	0.292567	0.175947	0.039208	0.986218	0.220433	0.077950	0.953272	0.049800	0.331178	
931000	-464.093430	1	139	0.675822	0.018787	0.675822	0.675822	0.675822	0.675822	0.675822	0.018787	1	0.243834	0.249978	0.250021	0.256167	0.419073	0.990084	0.233398	0.176144	0.706219	0.392382	0.663887	0.713782	
932000	-464.557468	1	528	0.571272	0.028767	0.571272	0.571272	0.571272	0.571272	0.571272	0.000000	1	0.243908	0.249906	0.250565	0.255621	0.585865	0.898846	0.102565	0.643706	0.710188	0.205792	0.287153	0.321969	
933000	-466.529738	1	34	0.551320	0.063039	0.551320	0.551320	0.551320	0.551320	0.551320	0.000000	0	0.243233	0.250304	0.249311	0.257152	0.546309	0.472422	0.012886	0.223178	0.363918	0.576772	0.766693	0.974981	
934000	-463.834577	1	633	0.602608	0.045058	0.602608	0.602608	0.602608	0.602608	0.602608	0.000000	1	0.245679	0.250033	0.249994	0.254294	0.925787	0.708185	0.873049	0.225226	0.931310	0.535232	0.021625	0.652086	
935000	-464.331044	1	360	0.624829	0.012115	0.624829	0.624829	0.624829	0.012115	0.624829	0.012115	1	0.258898	0.272698	0.183490	0.284914	0.516150	0.837209	0.096627	0.457430	0.342545	0.348410	0.806521	0.269090	
936000	-464.753151	1	593	0.669782	0.022326	0.669782	0.669782	0.669782	0.000000	0.669782	0.022326	1	0.258862	0.269222	0.194735	0.277182	0.633781	0.766056	0.123300	0.723871	0.123073	0.340542	0.484517	0.527444	
937000	-464.063485	1	136	0.651667	0.073952	0.651667	0.651667	0.651667	0.651667	0.651667	0.000000	1	0.247357	0.250023	0.249885	0.252736	0.585728	0.486561	0.293634	0.825921	0.289380	0.064229	0.165450	0.699624	
938000	-463.980395	1	24	0.635700	0.017529	0.635700	0.635700	0.635700	0.635700	0.635700	0.017529	1	0.241301	0.249966	0.250017	0.258715	0.908224	0.260550	0.344858	0.852541	0.815743	0.673223	0.047838	0.249230	
939000	-466.318906	1	237	0.669491	0.042010	0.669491	0.669491	0.669491	0.669491	0.669491	0.000000	0	0.248144	0.249984	0.250085	0.251787	0.000371	0.890094	0.027850	0.808844	0.397914	0.730967	0.077029	0.209026	
940000	-464.100216	1	480	0.668793	0.028706	0.668793	0.668793	0.668793	0.668793	0.668793	0.028706	1	0.243969	0.250015	0.249924	0.256093	0.152669	0.673402	0.283293	0.704995	0.636897	0.387227	0.961731	0.129448	
941000	-464.249596	1	702	0.720364	0.044581	0.720364	0.720364	0.720364	0.720364	0.720364	0.000000	1	0.248687	0.249987	0.250035	0.251291	0.583729	0.903937	0.215586	0.354105	0.682082	0.457624	0.457022	0.579096	
942000	-463.892745	1	78	0.686228	0.054079	0.686228	0.686228	0.686228	0.686228	0.686228	0.000000	1	0.248160	0.249996	0.250002	0.251842	0.444727	0.867635	0.000728	0.742504	0.468602	0.901274	0.777853	0.887775	
943000	-463.715202	1	872	0.635541	0.050793	0.635541	0.635541	0.635541	0.635541	0.635541	0.000000	1	0.246923	0.250013	0.249983	0.253081	0.514980	0.457877	0.044031	0.117109	0.102166	0.439949	0.979326	0.392910	
944000	-464.497944	1	202	0.692336	0.034245	0.692336	0.692336	0.692336	0.692336	0.692336	0.034245	1	0.245257	0.250015	0.249938	0.254790	0.262567	0.357698	0.739431	0.537182	0.391060	0.257401	0.689626	0.329300	
945000	-464.394982	1	776	0.563147	0.024479	0.563147	0.563147	0.563147	0.563147	0.563147	0.024479	1	0.235154	0.250167	0.249335	0.265344	0.341109	0.086211	0.144406	0.516503	0.539619	0.804230	0.843531	0.337517	
946000	-465.858673	1	825	0.579226	0.015510	0.579226	0.579226	0.000000	0.000000	0.579226	0.000000	1	0.288042	0.334535	0.000000	0.377423	0.665955	0.760493	0.266360	0.451148	0.303387	0.474141	0.229716	0.755201	
947000	-464.093411	1	815	0.601734	0.016529	0.601734	0.601734	0.601734	0.601734	0.601734	0.016529	1	0.238393	0.249956	0.249986	0.261665	0.013955	0.851383	0.402749	0.354407	0.283040	0.206431	0.796200	0.661167	
948000	-464.031117	1	514	0.669957	0.070827	0.669957	0.669957	0.669957	0.669957	0.669957	0.000000	1	0.247813	0.250010	0.249931	0.252246	0.785836	0.159536	0.057504	0.175089	0.866608	0.138769	0.021762	0.064957	
949000	-464.296838	1	913	0.663330	0.012504	0.663330	0.663330	0.012504	0.663330	0.663330	0.012504	1	0.250260	0.256338	0.231509	0.261893	0.780762	0.610004	0.885103	0.063347	0.410957	0.895600	0.743861	0.766529	
950000	-463.830987	1	215	0.601533	0.049463	0.601533	0.601533	0.601533	0.601533	0.601533	0.000000	1	0.245634	0.250052	0.249920	0.254394	0.133376	0.590897	0.329026	0.068703	0.847640	0.060664	0.498347	0.807848	
951000	-464.079606	1	421	0.586891	0.036821	0.586891	0.586891	0.586891	0.586891	0.586891	0.000000	1	0.244890	0.250003	0.250165	0.254942	0.517135	0.592569	0.646144	0.835312	0.557934	0.971841	0.026255	0.786965	
952000	-463.763746	1	558	0.613851	0.049323	0.613851	0.613851	0.613851	0.613851	0.613851	0.000000	1	0.246155	0.250032	0.249958	0.253855	0.064730	0.342178	0.405041	0.314690	0.476874	0.145017	0.354796	0.948745	
953000	-463.848505	1	438	0.605380	0.041971	0.605380	0.605380	0.605380	0.605380	0.605380	0.000000	1	0.245796	0.250014	0.250057	0.254133	0.734631	0.343634	0.340188	0.254926	0.009465	0.282799	0.445342	0.590971	
954000	-464.431050	1	232	0.682858	0.018034	0.682858	0.682858	0.682858	0.000000	0.682858	0.018034	1	0.258646	0.267598	0.198949	0.274807	0.070498	0.636583	0.062597	0.729157	0.075621	0.280946	0.282962	0.608937	
